PostNumber,SymptomName,PostLink,Drugs,Treatment,BodyParts
103,"['Gonorrhea', 'Geroderma osteodysplastica', 'Occipital Lobe Epilepsy', 'Sexually Transmitted Diseases', 'Pelvic Organ Prolapse', 'Chronic Obstructive Airway Disease', 'Reflex Sympathetic Dystrophy', 'Myasthenia Gravis, Ocular', 'Nasal congestion (finding)', 'BODY PAIN', 'Pain, Postoperative', 'Fatigue', 'Burning sensation', 'Headache', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/still-got-a-fever-i-do--740453,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Single Embryo Transfer', 'Anterior decompression of shoulder joint', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Excision of axillary lymph nodes', nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire putamen', 'Eye', 'Downy hair', 'Entire face', 'Nose']"
104,"['Alcoholic ketoacidosis', 'Sinusitis', 'Gonorrhea', 'Geroderma osteodysplastica', 'Multi-infarct dementia', ""Little's Disease"", 'Hypercholesterolemia', 'Dental caries', 'Temporal headache', 'Coughing', 'Asthenia', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/fever-in-mild-cases-of-covid-19-741805,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Amputation above-knee (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'Entire putamen', 'Eye', 'Entire face', 'Nose']"
105,"['Gonorrhea', 'Geroderma osteodysplastica', 'Sinusitis', 'Coffin-Siris syndrome', 'Reflex Sympathetic Dystrophy', 'Temporal headache', 'Burning sensation', 'Headache', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-and-relentless-low-grade-fever-anyone--751466,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Excision of axillary lymph nodes', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'Eye', 'Blood Vessel', 'Downy hair']"
106,"['Gonorrhea', 'Geroderma osteodysplastica', 'Idiopathic Multicentric Osteolyses', 'Pharyngitis', 'Common Cold', 'Reflex Sympathetic Dystrophy', 'Lung diseases', 'Seizures', 'Diarrhea', 'Ache', 'BODY PAIN', 'Headache Severe', 'Abdominal Pain', 'Severe diarrhea', 'Upset stomach', 'Fatigue', 'Headache', 'Muscle Cramp', 'Pain', 'Stomach ache', 'gastrointestinal gas', 'Diarrhea, watery', 'Nausea', 'Hunger', 'Abdominal bloating', 'Sore Throat', 'Dizziness', 'Digestive symptom', 'Coughing', 'Chills', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/gastric-symptoms-covid-19-741189,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Treated with', 'Immobilization', 'Induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Excision of axillary lymph nodes', 'bleomycin/methotrexate/vincristine protocol', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Nasopharynx', 'Stomach', 'Blood Vessel', 'Downy hair']"
107,"['Lung Diseases, Obstructive', 'Acute gastroenteritis', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/work-travel-question-can-you-have-the-pfizer-moderna-vaccine-if-you-ve-had-the-astrazeneca-before--751342,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, 'Modest-Temperature Hyperthermia', 'Childhood Immunization', 'Injection of therapeutic agent', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'bleomycin/methotrexate/vincristine protocol', nan]","[nan, nan, nan, nan, nan, nan, nan, 'Quarter of the Udder']"
108,"['nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-app-alert-751311,"[nan, nan, nan]","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Isolation procedure', nan]","[nan, nan, 'Entire appendix']"
109,"['Lung Diseases, Obstructive', 'Actual Inability To Taste', 'Chest Pain', 'Chest tightness', 'Myalgia', 'Headache', 'Coughing', 'Back Pain', 'Exhaustion', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/wk-3-racing-heart-and-pins-and-needles--750502,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Bone structure of rib', 'Heart', 'Pupil', 'Entire left hand', 'Posterior interosseous nerve structure', 'Foot', 'Entire upper limb']"
110,"['Gonorrhea', 'Geroderma osteodysplastica', 'Infectious disease of lung', ""Little's Disease"", 'Fish-Eye Disease', 'Common Cold', 'Testicular regression syndrome', 'Chest Pain', 'Ache', 'Tired', 'Spasm', 'Fatigue', 'Left sided chest pain', 'Headache', 'Back Pain', 'Pain', 'Rhinorrhea', 'Actual Inability To Taste', 'Neck Pain', 'Dry cough', 'Coughing', 'Asthenia', 'Arm Pain', 'Sore to touch', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/positive-covid-test-scared-749831,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Soaking Procedure', 'Bathing', 'Therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Osteogenesis, Distraction', nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'Bone structure of cranium', 'Hand', 'Eye', 'Lung', 'Nose', 'Entire neck', 'Entire breast']"
111,"['Gonorrhea', 'Geroderma osteodysplastica', 'Allergic disposition', 'WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME', 'Subacute thyroiditis', ""Little's Disease"", 'Van der Woude syndrome', 'Asthma', 'Coronavirus Infections', 'Seizures', 'Abnormal heart beat', 'Chest Pain', 'Ache', 'Tired', 'Muscular stiffness', 'Weight symptom (finding)', 'Fatigue', 'Headache', 'Syncope', 'Pain', 'Mastodynia', 'Breathing abnormally deep', 'Other symptoms', 'Constipation', 'Chest tightness', 'Coughing', 'Asthenia', 'Arm Pain', 'Dyspnea', 'Sore to touch', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/coronavirus-week-9-are-there-people-like-me--750249,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Application of ice packs', 'Induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Trans-hiatal esophagectomy', 'Calming', 'Osteogenesis, Distraction', 'Orthokeratology', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'medial amygdalar nucleus', 'Heart', 'Breast', 'Entire throat (surface region of neck)', 'Set of hands', 'Liver', 'Stomach', 'Blood Vessel', 'Lung', 'Entire neck']"
112,"['Papillon-Lefevre Disease', 'Coughing', 'Dyspnea', 'nan']",https://patient.info//forums/discuss/will-donating-plasma-put-me-at-risk-of-getting-covid-19-again--750761,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, 'Structure of putamen']"
113,"['Hypertensive disease', 'Gonorrhea', 'Geroderma osteodysplastica', 'Diabetes Mellitus', 'Lung Diseases, Obstructive', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/my-mom-and-coronavirus-750634,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'Hand', 'Structure of supraoptic nucleus']"
114,"['Nausea', 'Myalgia', 'Back Pain', 'nan']",https://patient.info//forums/discuss/covid-after-symptoms-750554,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, 'Bone structure of scapula']"
115,"['Alpha trait thalassemia', 'Lung Diseases, Obstructive']",https://patient.info//forums/discuss/how-can-i-get-in-line-with-those-who-will-get-the-covid-vaccine-first--750547,"[nan, nan]","[nan, nan]","[nan, nan]"
116,"['Gonorrhea', 'Geroderma osteodysplastica', 'Acute gastroenteritis', 'Disease', 'Gray Platelet Syndrome', 'nan']",https://patient.info//forums/discuss/covid-3rd-day-750271,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan, nan, nan, nan, nan]"
117,"['Gonorrhea', 'Geroderma osteodysplastica', 'flu symptoms', 'Common Cold', 'Reflex Sympathetic Dystrophy', 'Actual Inability To Taste', 'Anosmia', 'Ache', 'Nasal congestion (finding)', 'Loose stool', 'Headache', 'Coughing', 'Pain', 'Asthenia', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19-day-9-747856,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'cough syrup', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'doxorubicin/semustine/streptozocin protocol', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Excision of axillary lymph nodes', nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'Lung', 'Entire breast', 'Entire upper limb']"
118,"['Pneumonia', 'nan']",https://patient.info//forums/discuss/how-long-oxygen-at-home-after-hospitalization-what-is-pulse-ox--750400,"[nan, 'Oxygen 2 %']","[nan, nan]","[nan, nan]"
119,"['Neonatal hemochromatosis', 'cold symptoms', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'Coughing', 'nan']",https://patient.info//forums/discuss/day-9-so-far-so-good-750296,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Structure of olfactory gland']"
120,"['Gonorrhea', 'Geroderma osteodysplastica', 'Pharyngitis', ""Little's Disease"", 'Sore Throat', 'Asthenia', 'Chest discomfort', 'Dyspnea', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/discomfort-in-chest-after-using-pillow-or-elevated-support-around-the-neck-1-month-since-symptoms--750308,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, '5 minutes Office visit', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Heart', 'Blood Vessel']"
121,"['Reflex Sympathetic Dystrophy', 'SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME', 'Chest Pain', 'Nausea', 'Fatigue', 'Has tingling sensation', 'Dry cough', 'Headache', 'Night sweats', 'Clouded consciousness', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/strange-covid-insomnia-749816,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, '5 minutes Office visit', 'Induced abortion (procedure)', 'Meditation Therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Breathing Exercises', 'Excision of axillary lymph nodes', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Heart', 'Structure of putamen', 'Entire upper limb', 'Foot']"
122,"['Confluent and Reticulate Papillomatosis', 'Wolf-Hirschhorn Syndrome', 'Fibrillary glomerulonephritis', 'Headache', 'Coughing', 'Asthenia', 'nan', 'nan']",https://patient.info//forums/discuss/wildly-different-recommendations-for-covid-750193,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, 'Breast', 'Bronchi']"
123,"['nan', 'nan', 'nan']",https://patient.info//forums/discuss/recent-covid-and-need-to-travel-in-a-few-weeks-750151,"[nan, nan, nan]","['Modest-Temperature Hyperthermia', 'Percutaneous Coronary Intervention', 'Isolation procedure']","[nan, nan, nan]"
124,"['Tired', 'nan']",https://patient.info//forums/discuss/covid-negative-and-i-m-back-at-the-gym-but-i-went-too-hard-anyone-else-did-the-same--750126,"[nan, nan]","[nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan]"
125,"['heart inflammation', 'Chills', 'nan', 'nan']",https://patient.info//forums/discuss/positive-covid-and-worried-about-heart-damage-750106,"[nan, nan, nan, nan]","[nan, nan, 'Exercise Pain Management', nan]","[nan, nan, nan, 'Heart']"
126,"['Gonorrhea', 'Geroderma osteodysplastica', 'Gasping for breath', 'Nausea', 'Dyspnea', 'nan', 'nan']",https://patient.info//forums/discuss/sleep-issues-with-covid-19-749676,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, '5 minutes Office visit', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan, nan, nan, nan, nan, nan]"
127,"['Pharyngitis', 'Catch - Finding of sensory dimension of pain', 'Sore Throat', 'Burning sensation', 'feeling dizzy', 'nan', 'nan']",https://patient.info//forums/discuss/coronervirus-749970,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Eye', 'Entire neck']"
128,"['flu symptoms', 'furuncle', 'Pharyngitis', 'Common Cold', 'Anosmia', 'Chest tightness', 'Fatigue', 'Dizziness', 'Vertigo', 'Sore Throat', 'Headache', 'Coughing', 'Pain', 'Lightheadedness', 'Sleeplessness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/3-months-on-dizziness-headaches-and-clogged-up-742156,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Drainage procedure', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'Brain', 'Lung', 'Entire ear', 'Nose']"
129,"['Coronavirus Infections', 'Seizures', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/face-masks-don-t-fit--744380,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, 'Stretching exercises', 'HAC protocol', nan, nan, nan, nan]","[nan, nan, nan, nan, 'Ear structure', 'Bridge of nose', 'Entire face', 'Nose']"
130,"['Pain', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-chest-flutters-and-anxiety--749854,"[nan, nan, nan, nan]","[nan, 'Modest-Temperature Hyperthermia', nan, nan]","[nan, nan, 'bony process', 'Entire breast']"
131,"['Gonorrhea', 'Geroderma osteodysplastica', 'nan', 'nan']",https://patient.info//forums/discuss/exposure-to-covid-19-isolating-at-home-749944,"[nan, nan, nan, nan]","[nan, nan, 'bleomycin/methotrexate/vincristine protocol', nan]","[nan, nan, nan, 'Blood Vessel']"
132,"['nan', 'nan', 'nan']",https://patient.info//forums/discuss/negative-covid-pcr-twice-but-severe-symptoms-and-bad-blood-test-749865,"[nan, nan, nan]","['Percutaneous Coronary Intervention', nan, nan]","[nan, 'Blood Vessel', 'Entire breast']"
133,"['Common Cold', 'Anosmia', 'taste sweet', 'Headache', 'Muscle Cramp', 'Pain', 'Abdominal discomfort', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-symptoms-or-anxiety--747277,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Sterilization for infection control', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Upper abdomen structure', 'Stomach']"
134,"['Pharyngitis', 'Common Cold', 'Stomach ache', 'Ache', 'BODY PAIN', 'Sore Throat', 'Myalgia', 'Headache', 'Coughing', 'Asthenia', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/do-i-have-covid-or-did-i-muscle-ache-and-pain--749155,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Lower back structure', 'Tarsal Bones', 'Hand', 'Entire ear', 'Entire upper limb']"
135,"['Gonorrhea', 'Geroderma osteodysplastica', 'Pharyngitis', 'Hypotrichosis simplex', 'Tired', 'Sore Throat', 'Coughing', 'Dyspnea', 'nan', 'nan']",https://patient.info//forums/discuss/covid-and-shortness-of-breath-749797,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Therapeutic procedure']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
136,"['Robinow syndrome, autosomal recessive', 'Common Cold', 'Dizziness', 'Breath symptom', 'Asthenia', 'Hoarseness', 'Dyspnea']",https://patient.info//forums/discuss/covid-shortness-of-breath-and-dropping-oxygen-level--749789,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]"
137,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', 'Confluent and Reticulate Papillomatosis', 'Classical Lissencephaly', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Papillon-Lefevre Disease', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/my-father-has-covid-lung-infection-he-s-been-in-the-hospital-for-more-than-17-days-now--749772,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Noninvasive Ventilation', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Blood Vessel']"
138,"['Acute lower respiratory tract infection', 'Pneumonia', 'Common Cold', 'Lung Diseases, Obstructive', 'Bronchitis', 'Disease', 'Tired', 'Dizziness', 'Myalgia', 'Coughing', 'nan', 'nan']",https://patient.info//forums/discuss/chest-issues-since-pneumonia-in-2019-and-worsen-by-coronavirus-749640,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Blood Vessel', 'Entire breast']"
139,"['Gonorrhea', 'Geroderma osteodysplastica', 'Gastroesophageal reflux disease', 'Pharyngitis', 'Sore Throat', 'Coughing', 'Throat irritation', 'Sore to touch', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/mild-sore-throat--749342,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Local anesthetic thoracic epidural block', 'Thromboendarterectomy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'saline gargle']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
140,"['Gastroesophageal reflux disease', 'Actual Inability To Taste', 'Dizziness', 'Vertigo', 'spells (neurological symptom)', 'nan']",https://patient.info//forums/discuss/covid-and-vertigo-749062,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Structure of supraoptic nucleus']"
141,"['Infantile Neuroaxonal Dystrophy', ""Little's Disease"", 'Lung Diseases, Obstructive', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/son-and-family-visit-from-ireland-749131,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'CHAP protocol', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Respiratory Diaphragm', 'Hand', 'Anus', 'Structure of supraoptic nucleus', 'Entire face']"
142,"['flu symptoms', 'Influenza', 'Coronavirus Infections', 'Influenza-like symptoms', 'Malaise', 'Headache', 'Chills', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19-or-flu--747210,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'Arm injection', 'Vaccination']","[nan, nan, nan, nan, nan, nan, nan, nan, nan]"
143,"['Gonorrhea', 'Geroderma osteodysplastica', 'Smallpox', ""Little's Disease"", 'Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Lung Diseases, Obstructive', 'Nephritis, Interstitial', 'Age related macular degeneration', 'Aleutian Mink Disease', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/avoiding-those-who-do-not-seem-to-understand--748392,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'Entire putamen', 'Entire ear', 'Lung', 'Entire face', 'Nose', 'Foot']"
144,"['Gonorrhea', 'Geroderma osteodysplastica', 'Cancer-Associated Retinopathy', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-transmission-question-748881,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Wing', 'Hand', 'Entire ear', 'Nose']"
145,"['Obesity', 'Sexually Transmitted Diseases', 'Adult Fanconi syndrome', ""Little's Disease"", 'Pneumonia', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Hypotrichosis simplex', 'Lung diseases', 'Coronavirus Infections', 'Acute gastroenteritis', 'Gray Platelet Syndrome', 'HEART PROBLEM', 'Asthenia', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/blood-types-and-coronavirus-739077,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Therapeutic procedure', 'Cardiac Lead Procedure', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Structure of supraoptic nucleus', 'Blood Vessel']"
146,"['Multi-infarct dementia', 'Gonorrhea', 'Geroderma osteodysplastica', 'Anosmia', 'Neurologic Symptoms', 'taste sweet', 'Retching', 'taste salty', 'Sleeplessness', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/recovered-from-covid-but-still-experiencing-loss-of-smell-739358,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Cardiac Lead Procedure', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Structure of supraoptic nucleus', 'Nose']"
147,"['Gonorrhea', 'Geroderma osteodysplastica', 'Hamman-Rich syndrome', 'Pneumonia', 'Hepatorenal Syndrome', 'Syndrome', 'MUNGAN SYNDROME', 'Upper Extremity Paresis', 'Stomach ache', 'clogged ear', 'Dizziness', 'Burning sensation', 'Abdominal bloating', 'Has tingling sensation', 'Lower Extremity Paresis', 'Asthenia', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/several-weeks-past-covid-and-new-tingling-in-hands-and-feet-horrible-muscle-weakness--746817,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Hand', 'Posterior interosseous nerve structure', 'Lip structure', 'Brain', 'Foot', 'Entire upper limb', 'Both feet']"
