PostNumber,SymptomName,PostLink
200,"['nan', 'nan', 'nan']",https://patient.info//forums/discuss/preventing-spread-of-infection-in-the-home-739509
201,"['Gonorrhea', 'Geroderma osteodysplastica', 'Lung Problem', 'Recurrent disease', 'Chest Pain', 'Tired', 'Abnormal breathing', 'Has tingling sensation', 'Sleeplessness', 'Nervousness', 'Exhaustion', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/insomnia-anyone--739383
202,"['Gray Platelet Syndrome', 'Coughing', 'nan', 'nan']",https://patient.info//forums/discuss/tingling-in-my-hands-and-cheeks-with-a-sore-throat-and-red-dots-on-roof-of-mouth-and-sores-on-cheeks-739597
203,"['Sexually Transmitted Diseases', 'Gastroesophageal reflux disease', 'CONOTRUNCAL ANOMALY FACE SYNDROME', 'Stomach ache', 'Diarrhea', 'Nausea', 'nan']",https://patient.info//forums/discuss/gi-symptoms-739411
204,"['Gonorrhea', 'Geroderma osteodysplastica', 'Mandibuloacral dysostosis', 'Reflex Sympathetic Dystrophy', 'Coronavirus Infections', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/explanation-and-reassurance-from-my-doctor-739337
205,"['Gonorrhea', 'Geroderma osteodysplastica', 'Subacute thyroiditis', 'Pelvic Organ Prolapse', 'Pain, Postoperative', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/clifftop-739256
206,"['Gonorrhea', 'Geroderma osteodysplastica', 'Heart Diseases', 'Asthma', 'Recurrent disease', 'slight fever', 'Overweight', 'Burning sensation', 'Myalgia', 'Headache', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/4-weeks-on-and-still-having-new-symptoms-739204
207,"['Gonorrhea', 'Geroderma osteodysplastica', 'Viral exanthem', 'Exanthema', 'Pharyngitis', ""Little's Disease"", 'Herpes Labialis', 'Common Cold', 'Influenza', 'Reflex Sympathetic Dystrophy', 'Pityriasis Rosea', 'Recurrent disease', 'Diarrhea', 'Sore Throat', 'Pruritus', 'Feeling feverish', 'Coughing', 'Asthenia', 'Upper back pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19-rash-and-weird-stomach-8-weeks-after-testing-positive-737861
208,"['Gonorrhea', 'Geroderma osteodysplastica', 'Vaccinia', 'Palmar-plantar erythrodysesthesia syndrome', ""Little's Disease"", 'Influenza', 'Lung Diseases, Obstructive', 'Cancer-Associated Retinopathy', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Acute gastroenteritis', 'Asthenia', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/advice-guidance-regarding-91-year-old-parents-and-visitors-738724
209,"['Gonorrhea', 'Geroderma osteodysplastica', 'Chronic disease', 'Neck Pain', 'Suffocated', 'Fatigue', 'Slow respiration', 'Coughing', 'Dyspnea', 'nan', 'nan']",https://patient.info//forums/discuss/is-it-covid-help-738732
210,"['nan', 'nan']",https://patient.info//forums/discuss/jim-res-738761
211,"['Temporohyoid osteoarthropathy', 'Gonorrhea', 'Geroderma osteodysplastica', 'Coronary Occlusion', 'Cheiro-oral syndrome', 'Mandibuloacral dysostosis', 'Asthma', 'Acute gastroenteritis', 'Gray Platelet Syndrome', 'Seizures', 'Overweight', 'nan', 'nan']",https://patient.info//forums/discuss/ages-738676
212,"['nan', 'nan']",https://patient.info//forums/discuss/can-a-deviated-septum-affect-accuracy-of-covid-19-nasal-test--738634
213,"['Pneumonia', 'Ache', 'out (of) breath', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/walking-738603
214,"['Pneumonia', 'Common Cold', 'Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Lung diseases', 'Gonorrhea', 'Geroderma osteodysplastica', 'flu symptoms', 'Sexually Transmitted Diseases', 'Acute lower respiratory tract infection', 'Lung Problem', 'Reflex Sympathetic Dystrophy', 'AICARDI-GOUTIERES SYNDROME 1', 'Anosmia', 'Congestion of throat', 'Headache', 'Coughing', 'Asthenia', 'Pain', 'Sharp pain', 'Breathing abnormally deep', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/treatment-suggestion-that-s-worked-for-me-for-20-years-for-the-flu--736590
215,"[""Tietze's Syndrome"", 'Cerebrovascular accident', 'Communicable Diseases', 'Pelvic Organ Prolapse', 'Hamman-Rich syndrome', 'Pleurisy', 'Dehydration', 'Hepatorenal Syndrome', 'Acute gastroenteritis', 'Coronavirus Infections', 'Geroderma osteodysplastica', 'Anorexia', 'Severe Acute Respiratory Syndrome', 'Myocardial Infarction', 'Mandibuloacral dysostosis', 'Asthma', 'Reflex Sympathetic Dystrophy', 'Myopia', 'Basilar-Type Migraine', 'Gray Platelet Syndrome', 'Pulmonary Embolism', 'Gastroesophageal reflux disease', 'Pharyngitis', 'Common Cold', 'Influenza', 'Pemphigus and fogo selvagem', 'Testicular regression syndrome', 'Gonorrhea', ""Little's Disease"", 'Sleep Apnea Syndromes', 'Infantile neuronal ceroid lipofuscinosis', 'Viral myocarditis', 'Disease', 'Diarrhea', 'Temporal headache', 'Signs and Symptoms', 'side pain', 'Paresthesia of hand', 'Abdominal Pain', 'Dyspepsia', 'CHEST BURNING PAIN OF', 'Fatigue', 'tingling in fingers', 'Burning sensation', 'Headache', 'Flushing', 'Pain', 'Chest pressure', 'Numbness', 'Stomach ache', 'Coughing', 'Asthenia', 'Sharp pain', 'Night sweats', 'Muscle twitch', 'Heartburn acidity', 'Numbness of face', 'Heartburn', 'Chest Pain', 'dyspnea acute', 'BODY PAIN', 'Tired', 'Throat symptom', 'Back Pain', 'Tremor', 'Nervousness', 'Pain, Postoperative', 'Chest tightness', 'Hyperemesis Gravidarum', 'Dizziness', 'Sore Throat', 'Rales', 'Dry cough', 'Pain, Burning', 'CHEST PAIN, SHARP', 'Sore to touch', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19-for-8-weeks-gastric-issues-high-heart-rate-short-of-breath--735966
216,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', 'Hay fever', 'Pharyngitis', 'Urticaria Pigmentosa', 'Rhinorrhea', 'Chest tightness', 'Nausea', 'Fatigue', 'Flare', 'Sore Throat', 'Coughing', 'Chills', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/alcohol-intolerance-following-covid--738390
217,"['Duane Retraction Syndrome', 'Diabetic Retinopathy', 'Upper back pain', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/after-8-weeks-of-covid-should-drs-be-referring-you-for-tests--738319
218,"['Chronic articular rheumatism', 'nan', 'nan']",https://patient.info//forums/discuss/am-i-still-contagious--737673
219,"['Malaria', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/tonic-water-737628
220,"['Gonorrhea', 'Geroderma osteodysplastica', 'Anosmia', 'Chest Pain', 'Tired', 'Coughing', 'Sore to touch', 'Dyspnea', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19-test-or-not-to-test-737570
221,"['Gonorrhea', 'Geroderma osteodysplastica', 'Allergic disposition', 'AICARDI-GOUTIERES SYNDROME 1', 'Chest Pain', 'Coughing', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/chest-tight-and-feeling-wierd-737553
222,"['Gonorrhea', 'Geroderma osteodysplastica', 'Goldberg-Shprintzen megacolon syndrome', ""Little's Disease"", 'Coronavirus Infections', 'BODY PAIN', 'Nausea', 'Feels hot', 'Feeling feverish', 'Headache', 'Lightheadedness', 'Chills', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/do-i-need-to-worry-about-covid-19--737393
223,"['Sinusitis', 'Kidney Failure', 'Critical Illness', 'Premenstrual syndrome', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Cancer-Associated Retinopathy', 'Chronic disease', 'Upper Respiratory Infections', 'Pyotraumatic dermatitis', 'Acute gastroenteritis', 'Congenital Thrombotic Thrombocytopenic Purpura', 'Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', ""Little's Disease"", 'Asthma', 'Gray Platelet Syndrome', 'Disease', 'Premenopausal symptoms', 'slight fever', 'Coughing', 'Flushing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/worries-about-catching-coronavirus-at-doctor-s-office-lab-advice--736539
224,"['Lung Diseases, Obstructive', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/son-returns-to-our-apt-from-vacation-any-docs-have-advice--737094
225,"['Gonorrhea', 'Geroderma osteodysplastica', 'Anorexia', 'Sleep Starts', 'Common Cold', 'Influenza', 'Polyglandular Type I Autoimmune Syndrome', 'Streptococcal Infections', 'Actual Inability To Taste', 'Ache', 'BODY PAIN', 'Fatigue', 'Headache', 'Pain', 'Muscle Cramp', 'Night sweats', 'Fatigue - symptom', 'Chills', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/could-it-be-covid-19--735871
226,"['Gonorrhea', 'Geroderma osteodysplastica', 'nan', 'nan']",https://patient.info//forums/discuss/returning-to-school-737103
227,"['Pelvic Organ Prolapse', 'Lung Diseases, Obstructive', 'Reflex Sympathetic Dystrophy', 'Disease', 'Tired', 'Pain, Postoperative', 'Abnormal breathing', 'Coughing', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/relapse-after-return-to-work-737066
228,"['Gonorrhea', 'Geroderma osteodysplastica', 'flu symptoms', ""Little's Disease"", 'Coughing', 'nan']",https://patient.info//forums/discuss/hospital-again-737079
229,"['Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Dyssomnias', 'cold symptoms', 'symptoms, signs, and ill-defined conditions', 'Fatigue']",https://patient.info//forums/discuss/anyone-who-have-had-covid-19-struggle-to-sleep--736963
230,"['Temporohyoid osteoarthropathy', 'Reflex Sympathetic Dystrophy', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/out-to-park-today-736888
231,"['Chills', 'nan']",https://patient.info//forums/discuss/hi-all-736871
232,"['Gonorrhea', 'Geroderma osteodysplastica', 'Chest Pain', 'Coughing', 'Pain', 'Back Pain', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/encouragement-please--736770
233,"['Influenza', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/handle-hygiene-736749
234,"['Gonorrhea', 'Geroderma osteodysplastica', 'Allergic disposition', 'Pelvic Organ Prolapse', 'Pharyngitis', ""Little's Disease"", 'Common Cold', 'Pain, Postoperative', 'Posterior rhinorrhea', 'Sore Throat', 'Coughing', 'Sore to touch', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/throat-736345
235,"['Sinusitis', 'Chronic Fatigue Syndrome', 'Communicable Diseases', 'Pharyngitis', 'Influenza', 'post viral fatigue', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Wolf-Hirschhorn Syndrome', 'Streptococcal Infections', 'Coronavirus Infections', 'Gonorrhea', 'Geroderma osteodysplastica', 'Allergic disposition', 'Sexually Transmitted Diseases', ""Little's Disease"", 'Rhinorrhea', 'Ache', 'Tired', 'Upset stomach', 'Nausea', 'Fatigue', 'Sore Throat', 'Dry cough', 'Coughing', 'Muscle twitch', 'Exhaustion', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/post-coronavirus-fatigue-or-something-worse--736431
236,"['Coronavirus Infections', 'nan', 'nan']",https://patient.info//forums/discuss/blood-types-736534
237,"['Fish-Eye Disease', 'Pneumonia', 'Influenza', 'Acute gastroenteritis', 'Bacterial Infections', 'Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Pneumonia, Viral', 'Lung Diseases, Obstructive', 'Simian Acquired Immunodeficiency Syndrome', 'Wiskott-Aldrich Syndrome', 'Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive', 'Lower respiratory tract infection', 'Dry cough', 'Coughing', 'Breathing abnormally deep', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/is-it-ever-going-to-just-end-and-be-gone-736371
238,"['Epstein', 'Chronic Fatigue Syndrome', 'Autoimmune Diseases', 'Hepatitis', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Simian Acquired Immunodeficiency Syndrome', 'Malaise', 'nan']",https://patient.info//forums/discuss/i-wish-this-would-end-736457
239,"['Cancer-Associated Retinopathy', 'Megaloblastic anemia due to inborn errors of metabolism', 'Coughing', 'Sympathetically independent pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19-asymptomatic-736143
240,"['Sinusitis', 'Gonorrhea', 'Geroderma osteodysplastica', 'Allergic disposition', 'Common Cold', 'Influenza', 'Papillon-Lefevre Disease', 'Deglutition Disorders', 'Streptococcal sore throat', 'Simian Acquired Immunodeficiency Syndrome', 'Streptococcal Infections', 'Chest Pain', 'Ache', 'Tired', 'Chest tightness', 'Posterior rhinorrhea', 'Fatigue', 'Xerostomia', 'Dry cough', 'Headache', 'Coughing', 'Pain', 'Dyspnea', 'nan', 'nan']",https://patient.info//forums/discuss/is-it-possible--734653
241,"['Chronic Fatigue Syndrome', 'Communicable Diseases', 'Pharyngitis', 'Dyssomnias', 'Common Cold', 'Vitamin D Deficiency', 'post viral fatigue', 'Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Infectious Mononucleosis', 'Wolf-Hirschhorn Syndrome', 'Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Confluent and Reticulate Papillomatosis', 'C/O - postviral syndrome', 'Wiskott-Aldrich Syndrome', 'Lower respiratory tract infection', 'Rhinorrhea', 'Tired', 'Fatigue', 'Sore Throat', 'Dry cough', 'Coughing', 'Asthenia', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/coronavirus-post-fatigue-and-trouble-sleeping--735770
242,"['Sexually Transmitted Diseases', 'Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Coronavirus Infections', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/how-to-fight-corona-735090
243,"['Gonorrhea', 'Geroderma osteodysplastica', 'Pharyngitis', 'Influenza', 'Withdrawal Symptoms', 'Chest tightness', 'Sore Throat', 'Clouded consciousness', 'Chills', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/been-having-fever-since-sun-mon-i-feel-so-scared-if-is-covid-19-or-not--736002
244,"['Myelitis, Acute Transverse', 'Anemia, Diamond-Blackfan', 'Lung Diseases, Obstructive', 'Reflex Sympathetic Dystrophy', 'Simian Acquired Immunodeficiency Syndrome', 'Wiskott-Aldrich Syndrome', 'Disease', 'swollen glands in neck', 'Chest Pain', 'Low Back Pain', 'Chest tightness', 'Nausea', 'Malaise', 'Headache', 'Breath symptom', 'Coughing', 'Back Pain', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/advice-please--735233
245,"['Gonorrhea', 'Geroderma osteodysplastica', 'Allergic disposition', 'Dermatologic disorders', 'Exanthema', 'Lung Diseases, Obstructive', 'Asthma', 'Food Allergy', 'Simian Acquired Immunodeficiency Syndrome', 'Coronavirus Infections', 'Urticaria', 'Coughing', 'Welts', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19-rash-breakout-help-734322
246,"['Wiskott-Aldrich Syndrome', 'nan']",https://patient.info//forums/discuss/oximeter-735643
247,"['Multi-infarct dementia', 'Diarrhea', 'Vomiting', 'Nausea', 'Stomach cramps (finding)', 'nan']",https://patient.info//forums/discuss/gi-issues--735373
248,"['Allergic disposition', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/-covid-toes--735493
249,"['Common Cold', 'Irritable Bowel Syndrome', 'Intestinal infectious disease (disorder)', 'Gonorrhea', 'Geroderma osteodysplastica', 'Obesity', 'furuncle', ""Little's Disease"", 'Acute infectious disease', 'Lung Diseases, Obstructive', 'Reflex Sympathetic Dystrophy', 'Simian Acquired Immunodeficiency Syndrome', 'Wiskott-Aldrich Syndrome', 'Diarrhea', 'Chest Pain', 'Ache', 'Tired', 'BODY PAIN', 'Feeling Sick', 'Severe diarrhea', 'Overweight', 'Severe pain', 'Headache', 'Pain', 'Tremor', 'Stomach ache', 'Chest tightness', 'Influenza-like symptoms', 'Coughing', 'Cold sweat', 'Aural pressure', 'Decrease in appetite', 'Dyspnea', 'Chills', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/coronavirus--734398
250,"['Myelitis, Acute Transverse', 'Anemia, Diamond-Blackfan', 'Reflex Sympathetic Dystrophy', 'Chest tightness', 'Headache', 'Coughing', 'Pain', 'Back Pain', 'Dyspnea', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19--735153
251,"['Gonorrhea', 'Geroderma osteodysplastica', 'Influenza', 'Wiskott-Aldrich Syndrome', 'Chest Pain', 'Fatigue - symptom', 'Dyspnea', 'nan', 'nan']",https://patient.info//forums/discuss/tested-negative-but-had-all-symptoms-did-i-have-covid-19--734954
252,"['Gastroesophageal reflux disease', 'Lung Diseases, Obstructive', 'Heartburn', 'Dizziness', 'Coughing', 'Clouded consciousness', 'Breathing abnormally deep', 'Heartburn acidity', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/could-it-coronavirus--734551
253,"['Gonorrhea', 'Geroderma osteodysplastica', 'Streptococcal lymphadenitis of swine', ""Little's Disease"", 'Hypotrichosis simplex', 'Simian Acquired Immunodeficiency Syndrome', 'Tired', 'Nausea', 'Wheezing', 'Dry cough', 'Headache', 'Coughing', 'Back Pain', 'Asthenia', 'Dyspnea', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/four-weeks-into-the-virus-734812
254,"['Gonorrhea', 'Geroderma osteodysplastica', 'Hypertensive disease', 'Obesity', 'Diabetes', 'Mumps', 'Ache', 'Malaise', 'Fatigue', 'Dry cough', 'Coughing', 'Pain', 'Throat irritation', 'Chills', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/glands-up-734597
255,"['Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Pharyngitis', 'Lung Diseases, Obstructive', 'Simian Acquired Immunodeficiency Syndrome', 'Fatigue', 'Sore Throat', 'Congestion of throat', 'Headache', 'Dry cough', 'Clouded consciousness', 'Dyspnea', 'Sore to touch', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/feeling-worse-after-3-weeks-of-symptoms-734132
256,"['Acute gastroenteritis', 'Chest tightness', 'Coughing', 'Pain', 'Tremor', 'nan', 'nan']",https://patient.info//forums/discuss/carona-virus-734491
257,"['Myasthenia Gravis, Ocular', 'Disease']",https://patient.info//forums/discuss/contracting-covid-734393
258,"['Gonorrhea', 'Geroderma osteodysplastica', 'Allergic disposition', ""Little's Disease"", 'Bronchitis', 'Simian Acquired Immunodeficiency Syndrome', 'Tired', 'Coughing', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19-734097
259,"['Hypertensive disease', 'Adult Fanconi syndrome', 'Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Dermatofibrosis lenticularis disseminata', 'Gonorrhea', 'Geroderma osteodysplastica', 'Obesity', 'Sexually Transmitted Diseases', 'WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME', 'Oculocerebrocutaneous syndrome', 'Diabetes Mellitus', 'Lung Diseases, Obstructive', 'Asthma', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/i-m-diabetic-and-been-told-i-m-only-moderate-risk-so-not-going-to-recieve-a-shielding-letter-733795
260,"[""Little's Disease"", 'Simian Acquired Immunodeficiency Syndrome', 'Tired', 'Headache', 'Coughing']",https://patient.info//forums/discuss/covid19-734179
261,"['Influenza', 'Acute gastroenteritis', 'BODY PAIN', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19-734225
262,"['Gonorrhea', 'Geroderma osteodysplastica', 'Urticaria Pigmentosa', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Cardiovascular symptoms', 'Chest tightness', 'Flare', 'nan', 'nan']",https://patient.info//forums/discuss/both-still-have-symptoms-should-we-sleep-separately--734020
263,"['Gonorrhea', 'Geroderma osteodysplastica', 'nan', 'nan']",https://patient.info//forums/discuss/covid19-734152
264,"['Hamman-Rich syndrome', 'Hepatorenal Syndrome', 'nan']",https://patient.info//forums/discuss/symptoms-734109
265,"['Gonorrhea', 'Geroderma osteodysplastica', 'Simian Acquired Immunodeficiency Syndrome', 'Chest Pain', 'Ache', 'Chest tightness', 'Coughing', 'Back Pain', 'Dyspnea', 'nan', 'nan']",https://patient.info//forums/discuss/coronavirus--733766
266,"['Gonorrhea', 'Geroderma osteodysplastica', 'Coughing']",https://patient.info//forums/discuss/covid19-733688
267,"['Obesity', 'Hypertensive disease', 'Dysosteosclerosis', 'Fish-Eye Disease', 'Diabetes Mellitus', 'Lung Diseases, Obstructive', 'Simian Acquired Immunodeficiency Syndrome', 'Acute gastroenteritis', 'AICARDI-GOUTIERES SYNDROME 1', 'Gray Platelet Syndrome', 'Excessive tearing', 'HEART PROBLEM', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19-and-blood-groups-733479
268,"['Gonorrhea', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Palmar-plantar erythrodysesthesia syndrome', 'Myopia', 'Coughing', 'Chest discomfort', 'Nervousness', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/i-m-currently-self-isolating-with-symptoms-of-covid-19-daughter-is-being-shielded-733498
269,"['Bilateral pneumonia', 'Pneumonia', 'Meningitis', 'Meningitis, Bacterial', 'Chronic Obstructive Airway Disease', 'Cystic Fibrosis', 'Coronavirus Infections', 'Gray Platelet Syndrome', 'nan']",https://patient.info//forums/discuss/previous-pneumonia-and-covid-19-733365
270,"['Respiratory Tract Infections', 'Coronavirus Infections']",https://patient.info//forums/discuss/corona-virus-733203
