Source,Destination,Weight
Chronic Obstructive Airway Disease,Spasm,4
Chronic Obstructive Airway Disease,"Nephritis, Interstitial",1
Chronic Obstructive Airway Disease,Tropical Spastic Paraparesis,2
Chronic Obstructive Airway Disease,"Pneumonia, Viral",1
Chronic Obstructive Airway Disease,Cystic Fibrosis,2
Chronic Obstructive Airway Disease,persistent dry cough,1
Chronic Obstructive Airway Disease,Struck,1
Chronic Obstructive Airway Disease,"CHEST PAIN, SHARP",1
Chronic Obstructive Airway Disease,post viral fatigue,4
Chronic Obstructive Airway Disease,Simian Acquired Immunodeficiency Syndrome,3
Chronic Obstructive Airway Disease,Wiskott-Aldrich Syndrome,2
Chronic Obstructive Airway Disease,Bilateral pneumonia,1
Chronic Obstructive Airway Disease,Meningitis,1
Chronic Obstructive Airway Disease,"Meningitis, Bacterial",1
Chronic Obstructive Airway Disease,Depressive Symptoms,1
Chronic Obstructive Airway Disease,Preeclamptic toxemia,2
Chronic Obstructive Airway Disease,Disorder of face,1
Chronic Obstructive Airway Disease,Heparin-induced thrombocytopenia,2
Chronic Obstructive Airway Disease,Herpes zoster disease,1
Chronic Obstructive Airway Disease,Pneumocystis jiroveci pneumonia,1
Chronic Obstructive Airway Disease,Chronic Kidney Diseases,1
Chronic Obstructive Airway Disease,Agitation,1
Chronic Obstructive Airway Disease,Rare Diseases,1
Chronic Obstructive Airway Disease,Severe chronic obstructive pulmonary disease,1
Chronic Obstructive Airway Disease,Hashimoto Disease,1
Chronic Obstructive Airway Disease,Phlebitis,1
Chronic Obstructive Airway Disease,Endometriosis,1
Chronic Obstructive Airway Disease,"Lung Diseases, Interstitial",1
Chronic Obstructive Airway Disease,Staphylococcal Infections,1
Chronic Obstructive Airway Disease,Thyroid Diseases,1
Chronic Obstructive Airway Disease,Degenerative polyarthritis,1
Chronic Obstructive Airway Disease,Peripheral Neuropathy,1
Chronic Obstructive Airway Disease,Bronchiectasis,3
Chronic Obstructive Airway Disease,Kartagener Syndrome,1
Chronic Obstructive Airway Disease,Pulmonary Stenosis,1
Chronic Obstructive Airway Disease,Psoriasis,1
Chronic Obstructive Airway Disease,"Reflex Epilepsy, Photosensitive",1
Chronic Obstructive Airway Disease,"Bronchitis, Chronic",6
Chronic Obstructive Airway Disease,Cold intolerance,1
Chronic Obstructive Airway Disease,"CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME",1
Chronic Obstructive Airway Disease,"MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE I",1
Chronic Obstructive Airway Disease,headache migraine chronic,1
Chronic Obstructive Airway Disease,Peripheral Vascular Diseases,1
Chronic Obstructive Airway Disease,Hip pain,1
Chronic Obstructive Airway Disease,Chronic lobular hepatitis,2
Chronic Obstructive Airway Disease,Lesch-Nyhan Syndrome,2
Chronic Obstructive Airway Disease,Vitelliform Macular Dystrophy,2
Chronic Obstructive Airway Disease,Indifferent mood,2
Chronic Obstructive Airway Disease,RAINE SYNDROME,1
Chronic Obstructive Airway Disease,Liver diseases,1
Chronic Obstructive Airway Disease,Chronically Ill,1
Chronic Obstructive Airway Disease,HIV-infection (AIDS/ARC),1
Chronic Obstructive Airway Disease,"Encephalomyelitis, Western Equine",1
Chronic Obstructive Airway Disease,Pulmonary Alveolar Proteinosis,1
Chronic Obstructive Airway Disease,Walking pneumonia,1
Chronic Obstructive Airway Disease,Influenza-like illness,1
Chronic Obstructive Airway Disease,Immune Complex Diseases,1
Chronic Obstructive Airway Disease,Paracoccidioidomycosis,1
Chronic Obstructive Airway Disease,Equine laminitis,1
digestive problem,Cardiovascular symptoms,1
digestive problem,Abnormal breathing,1
digestive problem,Pharyngitis,1
digestive problem,Sore Throat,1
digestive problem,Headache,1
digestive problem,Signs and Symptoms,1
digestive problem,BODY PAIN,1
digestive problem,Arthralgia,1
digestive problem,Diarrhea,1
digestive problem,Nausea,1
digestive problem,Myalgia,1
digestive problem,Clouded consciousness,1
digestive problem,Chills,1
digestive problem,Weakness,1
digestive problem,Pneumonia,1
digestive problem,Asthma,1
digestive problem,out (of) breath,1
digestive problem,Tremor,1
digestive problem,Upset stomach,1
digestive problem,Exhaustion,1
digestive problem,Influenza-like symptoms,1
digestive problem,Fish-Eye Disease,1
digestive problem,Sinusitis,1
digestive problem,Ache,1
digestive problem,Nasal congestion (finding),1
digestive problem,Chest tightness,2
digestive problem,Heartburn,1
digestive problem,Exanthema,1
digestive problem,Dizziness,1
digestive problem,Depressed - symptom,1
digestive problem,Breathing abnormally deep,1
digestive problem,Hay fever,1
digestive problem,Bronchitis,1
digestive problem,Chest Pain,2
digestive problem,bowel discomfort,1
digestive problem,Has tingling sensation,1
digestive problem,Gastroesophageal reflux disease,1
digestive problem,Recurrent disease,1
digestive problem,Malnutrition,1
digestive problem,Burning sensation,1
digestive problem,Neck Pain,1
digestive problem,Back Pain,1
digestive problem,Difficulty sleeping,1
digestive problem,Earache,1
digestive problem,Pharyngeal dryness,1
digestive problem,Stomach ache,1
digestive problem,Arm Pain,1
digestive problem,spells (neurological symptom),1
digestive problem,Nose symptoms,1
digestive problem,Conjunctivitis,1
digestive problem,Chest pressure,1
digestive problem,Migraine Disorders,1
digestive problem,Prediabetes syndrome,1
digestive problem,Tonsillitis,1
digestive problem,Vitamin Deficiency,1
digestive problem,Autoimmune Diseases,1
digestive problem,lump in throat,1
digestive problem,headache severe,1
digestive problem,Prickling sensation,1
digestive problem,chest heaviness,1
digestive problem,skin color change,1
digestive problem,Glossalgia,1
digestive problem,Stinging Sensation,1
digestive problem,Skin symptom,1
digestive problem,swollen glands in neck,1
digestive problem,Upper back pain,1
digestive problem,Frontal headache,1
digestive problem,Hoarseness,1
Cardiovascular symptoms,Abnormal breathing,1
Cardiovascular symptoms,Headache,1
Cardiovascular symptoms,Nausea,1
Cardiovascular symptoms,Multi-infarct dementia,1
Cardiovascular symptoms,Subacute thyroiditis,1
Cardiovascular symptoms,Flare,1
Cardiovascular symptoms,Clouded consciousness,1
Cardiovascular symptoms,Chills,1
Cardiovascular symptoms,flu symptoms,1
Cardiovascular symptoms,Infantile Neuroaxonal Dystrophy,1
Cardiovascular symptoms,Dry cough,1
Cardiovascular symptoms,Tired,1
Cardiovascular symptoms,Influenza-like symptoms,1
Cardiovascular symptoms,Sharp pain,1
Cardiovascular symptoms,Ache,1
Cardiovascular symptoms,Chest tightness,2
Cardiovascular symptoms,Has tingling sensation,1
Cardiovascular symptoms,Stomach ache,1
Cardiovascular symptoms,Congestion of throat,1
Cardiovascular symptoms,Chest pressure,1
Cardiovascular symptoms,Severe diarrhea,1
Cardiovascular symptoms,Urticaria Pigmentosa,1
Cardiovascular symptoms,Simian Acquired Immunodeficiency Syndrome,1
Cardiovascular symptoms,Wiskott-Aldrich Syndrome,1
Cardiovascular symptoms,Heparin-induced thrombocytopenia,1
Cardiovascular symptoms,"Total Hypotrichosis, Mari type",1
Cardiovascular symptoms,"Diarrhea and vomiting, symptom",1
Cardiovascular symptoms,Chest pain on breathing,1
Cardiovascular symptoms,Agonizing Pain,1
Abnormal breathing,Signs and Symptoms,1
Abnormal breathing,Dysosteosclerosis,1
Abnormal breathing,Pneumonia,1
Abnormal breathing,Asthma,1
Abnormal breathing,Nervousness,1
Abnormal breathing,Infantile Neuroaxonal Dystrophy,1
Abnormal breathing,Respiratory problems,1
Abnormal breathing,Malaise,1
Abnormal breathing,Decrease in appetite,1
Abnormal breathing,Exhaustion,1
Abnormal breathing,Tired,3
Abnormal breathing,Multiple Epiphyseal Dysplasia,1
Abnormal breathing,Sick Sinus Syndrome,1
Abnormal breathing,"Amyotrophic Lateral Sclerosis, Sporadic",1
Abnormal breathing,Reflex Sympathetic Dystrophy,1
Abnormal breathing,Hamman-Rich syndrome,1
Abnormal breathing,Lung Problem,2
Abnormal breathing,Pelvic Organ Prolapse,1
Abnormal breathing,"Pain, Postoperative",1
Abnormal breathing,Chest Pain,1
Abnormal breathing,Has tingling sensation,1
Abnormal breathing,Recurrent disease,2
Abnormal breathing,Sleeplessness,2
Abnormal breathing,Hepatorenal Syndrome,1
Abnormal breathing,Spasm,1
Abnormal breathing,MUNGAN SYNDROME,1
Abnormal breathing,Wiskott-Aldrich Syndrome,1
Abnormal breathing,Dermatofibrosis lenticularis disseminata,1
Abnormal breathing,Melnick-Needles Syndrome,1
Abnormal breathing,LAURIN-SANDROW SYNDROME,1
Abnormal breathing,Pain in buttock,1
Abnormal breathing,Breath Holding,1
Abnormal breathing,Sleep disturbances,1
Smallpox,Pseudohypoparathyroidism,1
Smallpox,Pharyngitis,1
Smallpox,Immune System Diseases,1
Smallpox,"Pseudohypoparathyroidism, Type Ia",1
Smallpox,Phlebotomus Fever,1
Smallpox,Wolf-Hirschhorn Syndrome,1
Smallpox,Blue - symptom,1
Smallpox,Sore Throat,1
Smallpox,Headache,1
Smallpox,Mass of body region,1
Smallpox,Poliomyelitis,2
Smallpox,"Liver Abscess, Amebic",1
Smallpox,Measles,1
Smallpox,Erectile dysfunction,1
Smallpox,Dysosteosclerosis,1
Smallpox,"Communicable Diseases, Emerging",1
Smallpox,Strangles,1
Smallpox,Clouded consciousness,1
Smallpox,Secondary bacterial pneumonia,1
Smallpox,Infectious disease of lung,1
Smallpox,Aspergilloma,1
Smallpox,Pneumonia,1
Smallpox,Respiratory Tract Infections,1
Smallpox,Mycoses,1
Smallpox,"Pneumonia, Bacterial",1
Smallpox,"Hemorrhagic Fever, Ebola",1
Smallpox,Trigger Finger Disorder,1
Smallpox,Bacterial Infections,1
Smallpox,Virus Diseases,1
Smallpox,primary infection nos,1
Smallpox,Sepsis,1
Smallpox,Mumps,1
Smallpox,Asthma,1
Smallpox,Nervousness,1
Smallpox,"Nephritis, Interstitial",1
Smallpox,Age related macular degeneration,1
Smallpox,Aleutian Mink Disease,1
Smallpox,Cowpox,1
Smallpox,Syphilis,1
Pseudohypoparathyroidism,Pharyngitis,1
Pseudohypoparathyroidism,Immune System Diseases,1
Pseudohypoparathyroidism,"Pseudohypoparathyroidism, Type Ia",2
Pseudohypoparathyroidism,Phlebotomus Fever,1
Pseudohypoparathyroidism,Wolf-Hirschhorn Syndrome,1
Pseudohypoparathyroidism,Blue - symptom,1
Pseudohypoparathyroidism,Sore Throat,1
Pseudohypoparathyroidism,Headache,1
Pseudohypoparathyroidism,"Diabetes Mellitus, Non-Insulin-Dependent",1
Pharyngitis,Immune System Diseases,1
Pharyngitis,"Pseudohypoparathyroidism, Type Ia",1
Pharyngitis,Phlebotomus Fever,1
Pharyngitis,Wolf-Hirschhorn Syndrome,4
Pharyngitis,Blue - symptom,1
Pharyngitis,Sore Throat,55
Pharyngitis,Headache,23
Pharyngitis,Signs and Symptoms,4
Pharyngitis,Temporohyoid osteoarthropathy,3
Pharyngitis,MAMMARY-DIGITAL-NAIL SYNDROME,1
Pharyngitis,BODY PAIN,11
Pharyngitis,Severe Acute Respiratory Syndrome,1
Pharyngitis,Arthralgia,3
Pharyngitis,Diarrhea,10
Pharyngitis,Nausea,11
Pharyngitis,Myalgia,5
Pharyngitis,Subacute thyroiditis,1
Pharyngitis,Chronic articular rheumatism,1
Pharyngitis,Oculocerebrocutaneous syndrome,2
Pharyngitis,Mass of body region,1
Pharyngitis,Flare,1
Pharyngitis,Catch - Finding of sensory dimension of pain,1
Pharyngitis,slight fever,2
Pharyngitis,Multiple symptoms,1
Pharyngitis,Strangles,1
Pharyngitis,Clouded consciousness,5
Pharyngitis,Chronic disease,1
Pharyngitis,Lightheadedness,2
Pharyngitis,Chills,9
Pharyngitis,Weakness,3
Pharyngitis,Pneumonia,6
Pharyngitis,Respiratory Tract Infections,1
Pharyngitis,"Hemorrhagic Fever, Ebola",1
Pharyngitis,Bacterial Infections,1
Pharyngitis,Virus Diseases,2
Pharyngitis,Asthma,5
Pharyngitis,Obesity,1
Pharyngitis,Diabetes Mellitus,2
Pharyngitis,Lung diseases,1
Pharyngitis,Nervousness,5
Pharyngitis,Vitamin D Deficiency,2
Pharyngitis,Flushing,4
Pharyngitis,Overweight,1
Pharyngitis,flu symptoms,2
Pharyngitis,Anorexia,5
Pharyngitis,Infantile Neuroaxonal Dystrophy,3
Pharyngitis,Dry cough,11
Pharyngitis,Chromosome 2q32-Q33 Deletion Syndrome,1
Pharyngitis,Comatose,1
Pharyngitis,Lupus Erythematosus,1
Pharyngitis,Malaria,1
Pharyngitis,Asthma attack,1
Pharyngitis,Flatulence,3
Pharyngitis,Feeling strange,1
Pharyngitis,out (of) breath,6
Pharyngitis,Feeling Sick,1
Pharyngitis,Respiratory problems,1
Pharyngitis,Malaise,2
Pharyngitis,"Signs and Symptoms, Respiratory",1
Pharyngitis,Tremor,5
Pharyngitis,Single organ dysfunction,1
Pharyngitis,Illness (finding),4
Pharyngitis,Abdominal bloating,3
Pharyngitis,Decrease in appetite,1
Pharyngitis,Nightmares,2
Pharyngitis,Ataxia Telangiectasia,1
Pharyngitis,Upset stomach,4
Pharyngitis,Exhaustion,5
Pharyngitis,Upper Respiratory Infections,1
Pharyngitis,HEART PROBLEM,1
Pharyngitis,Vasculitis,4
Pharyngitis,Alopecia,2
Pharyngitis,Tired,14
Pharyngitis,Photopsia,4
Pharyngitis,Pulmonary congestion,1
Pharyngitis,Mandibuloacral dysostosis,1
Pharyngitis,Gasping for breath,1
Pharyngitis,Influenza-like symptoms,1
Pharyngitis,Fish-Eye Disease,3
Pharyngitis,"Diabetes Mellitus, Non-Insulin-Dependent",1
Pharyngitis,WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME,1
Pharyngitis,Sharp pain,2
Pharyngitis,Reflex Sympathetic Dystrophy,6
Pharyngitis,Sinusitis,6
Pharyngitis,Duane Retraction Syndrome,2
Pharyngitis,Diabetic Retinopathy,2
Pharyngitis,Pruritus,4
Pharyngitis,Hamman-Rich syndrome,2
Pharyngitis,Hybrid Resistance,1
Pharyngitis,Lung Problem,1
Pharyngitis,Ache,10
Pharyngitis,Redness of face,1
Pharyngitis,Nasal congestion (finding),11
Pharyngitis,Chest tightness,8
Pharyngitis,STOMATOCYTOSIS I,1
Pharyngitis,Excessive tearing,2
Pharyngitis,Feeling of lump in throat,1
Pharyngitis,Pelvic Organ Prolapse,3
Pharyngitis,"Pain, Postoperative",3
Pharyngitis,"Respiratory Distress Syndrome, Adult",1
Pharyngitis,Heartburn,2
Pharyngitis,Heartburn acidity,1
Pharyngitis,Exanthema,5
Pharyngitis,Acute contagious conjunctivitis,2
Pharyngitis,Dizziness,10
Pharyngitis,Cerebrovascular accident,1
Pharyngitis,Other viral diseases NOS,1
Pharyngitis,Depressed - symptom,1
Pharyngitis,chest burning,1
Pharyngitis,Pemphigus and fogo selvagem,1
Pharyngitis,Breathing abnormally deep,4
Pharyngitis,Hay fever,2
Pharyngitis,Chest Pain,6
Pharyngitis,Goldberg-Shprintzen megacolon syndrome,2
Pharyngitis,Herpes Labialis,2
Pharyngitis,Nocturnal cough,1
Pharyngitis,panic symptoms,1
Pharyngitis,Has tingling sensation,4
Pharyngitis,Gastroesophageal reflux disease,5
Pharyngitis,Dehydration,3
Pharyngitis,"BESTROPHINOPATHY, AUTOSOMAL RECESSIVE",1
Pharyngitis,Digestive symptom,1
Pharyngitis,Neuropathy,1
Pharyngitis,Neurologic Symptoms,2
Pharyngitis,Syncope,1
Pharyngitis,Cold sweat,1
Pharyngitis,Gastroparesis,1
Pharyngitis,asthma with copd,1
Pharyngitis,Recurrent disease,5
Pharyngitis,Oral Ulcer,1
Pharyngitis,Narcolepsy,1
Pharyngitis,Xerostomia,2
Pharyngitis,Tennis Elbow,1
Pharyngitis,Deglutition Disorders,1
Pharyngitis,Malnutrition,3
Pharyngitis,Feeling nervous,1
Pharyngitis,Burning sensation,6
Pharyngitis,Muscle Cramp,2
Pharyngitis,Numbness,2
Pharyngitis,Neck Pain,2
Pharyngitis,Feeling Cold,1
Pharyngitis,Back Pain,3
Pharyngitis,Difficulty sleeping,2
Pharyngitis,Hunger,2
Pharyngitis,Lethargy,2
Pharyngitis,Hot flushes,1
Pharyngitis,Earache,1
Pharyngitis,Pharyngeal dryness,1
Pharyngitis,Deep Vein Thrombosis,1
Pharyngitis,Pityriasis Rosea,1
Pharyngitis,Throat symptom,1
Pharyngitis,Stomach ache,5
Pharyngitis,Sleeplessness,1
Pharyngitis,Arm Pain,1
Pharyngitis,spells (neurological symptom),3
Pharyngitis,Nose symptoms,1
Pharyngitis,Chronic Fatigue Syndrome,2
Pharyngitis,side pain,1
Pharyngitis,Congestion of throat,1
Pharyngitis,Conjunctivitis,2
Pharyngitis,Watery eyes,1
Pharyngitis,Night sweats,3
Pharyngitis,Mastodynia,1
Pharyngitis,Abdominal Pain,4
Pharyngitis,Fatigue - symptom,1
Pharyngitis,Asthenopia,1
Pharyngitis,Sore eye,1
Pharyngitis,Chest pressure,3
Pharyngitis,Throbbing Headache,1
Pharyngitis,Lower respiratory tract infection,4
Pharyngitis,Severe diarrhea,2
Pharyngitis,Eructation,1
Pharyngitis,feeling dizzy,1
Pharyngitis,Vertigo,1
Pharyngitis,Migraine Disorders,1
Pharyngitis,Prediabetes syndrome,1
Pharyngitis,Tonsillitis,1
Pharyngitis,Vitamin Deficiency,1
Pharyngitis,Autoimmune Diseases,1
Pharyngitis,lump in throat,1
Pharyngitis,headache severe,3
Pharyngitis,Prickling sensation,1
Pharyngitis,chest heaviness,2
Pharyngitis,skin color change,1
Pharyngitis,Glossalgia,1
Pharyngitis,Stinging Sensation,2
Pharyngitis,Skin symptom,1
Pharyngitis,swollen glands in neck,2
Pharyngitis,Upper back pain,2
Pharyngitis,Frontal headache,2
Pharyngitis,Hoarseness,1
Pharyngitis,Morning headache,1
Pharyngitis,Hepatorenal Syndrome,1
Pharyngitis,Dyssomnias,1
Pharyngitis,Hypotrichosis simplex,2
Pharyngitis,Muscle twitch,2
Pharyngitis,Punctate inner choroidopathy,1
Pharyngitis,"Skin Diseases, Infectious",1
Pharyngitis,Dermatitis,1
Pharyngitis,Sore mouth,1
Pharyngitis,red blotches,1
Pharyngitis,Burning feet,1
Pharyngitis,Erythema,1
Pharyngitis,Posterior rhinorrhea,1
Pharyngitis,Throat irritation,1
Pharyngitis,Pain of lymph node,2
Pharyngitis,Pain in right hand,1
Pharyngitis,Temporal headache,2
Pharyngitis,"Diarrhea, watery",1
Pharyngitis,Chest discomfort,1
Pharyngitis,Confluent and Reticulate Papillomatosis,1
Pharyngitis,furuncle,1
Pharyngitis,Acute lower respiratory tract infection,1
Pharyngitis,Paresthesia of hand,2
Pharyngitis,Visual disturbance,1
Pharyngitis,Blurred vision,1
Pharyngitis,Sinus pain,1
Pharyngitis,"Reflex Epilepsy, Reading",1
Pharyngitis,neck tightness,1
Pharyngitis,Dyspepsia,1
Pharyngitis,Basilar-Type Migraine,2
Pharyngitis,"CHEST PAIN, SHARP",1
Pharyngitis,Lyme Disease,1
Pharyngitis,Catarrh,1
Pharyngitis,Congenital leukocyte adherence deficiency,1
Pharyngitis,Henoch-Schoenlein Purpura,1
Pharyngitis,Infectious Mononucleosis,1
Pharyngitis,Viral exanthem,1
Pharyngitis,Feeling feverish,1
Pharyngitis,Tietze's Syndrome,1
Pharyngitis,Pleurisy,1
Pharyngitis,Myopia,1
Pharyngitis,Pulmonary Embolism,1
Pharyngitis,Sleep Apnea Syndromes,1
Pharyngitis,Infantile neuronal ceroid lipofuscinosis,1
Pharyngitis,Viral myocarditis,1
Pharyngitis,CHEST BURNING PAIN OF,2
Pharyngitis,tingling in fingers,1
Pharyngitis,Numbness of face,1
Pharyngitis,dyspnea acute,1
Pharyngitis,Hyperemesis Gravidarum,1
Pharyngitis,Rales,1
Pharyngitis,"Pain, Burning",1
Pharyngitis,Urticaria Pigmentosa,1
Pharyngitis,Streptococcal Infections,1
Pharyngitis,post viral fatigue,2
Pharyngitis,Simian Acquired Immunodeficiency Syndrome,1
Pharyngitis,Wiskott-Aldrich Syndrome,1
Pharyngitis,C/O - postviral syndrome,1
Pharyngitis,Withdrawal Symptoms,1
Pharyngitis,Primary Cough Headache,1
Pharyngitis,Decompression Sickness,1
Pharyngitis,Pneumocystis jiroveci pneumonia,1
Pharyngitis,underlying infection,1
Pharyngitis,Sinus Tachycardia,1
Pharyngitis,General symptom,1
Immune System Diseases,"Pseudohypoparathyroidism, Type Ia",1
Immune System Diseases,Phlebotomus Fever,1
Immune System Diseases,Wolf-Hirschhorn Syndrome,1
Immune System Diseases,Blue - symptom,1
Immune System Diseases,Sore Throat,1
Immune System Diseases,Headache,2
Immune System Diseases,BODY PAIN,2
Immune System Diseases,Diarrhea,1
Immune System Diseases,Vomiting,1
Immune System Diseases,Nausea,1
Immune System Diseases,Flare,2
Immune System Diseases,Catch - Finding of sensory dimension of pain,1
Immune System Diseases,Measles,2
Immune System Diseases,Clouded consciousness,1
Immune System Diseases,Chronic disease,1
Immune System Diseases,Lightheadedness,1
Immune System Diseases,Chills,1
Immune System Diseases,Weakness,1
Immune System Diseases,Mumps,1
Immune System Diseases,Asthma,1
Immune System Diseases,Nervousness,1
Immune System Diseases,Flushing,1
Immune System Diseases,flu symptoms,1
Immune System Diseases,Anorexia,1
Immune System Diseases,Infantile Neuroaxonal Dystrophy,2
Immune System Diseases,Macrophage Activation Syndrome,1
Immune System Diseases,Dry cough,1
Immune System Diseases,Chromosome 2q32-Q33 Deletion Syndrome,1
Immune System Diseases,Upper Respiratory Infections,1
Immune System Diseases,Tired,1
Immune System Diseases,Sinusitis,1
Immune System Diseases,Pruritus,1
Immune System Diseases,Ache,1
Immune System Diseases,Dizziness,1
Immune System Diseases,HIV Infections,1
Immune System Diseases,Hepatitis C,1
Immune System Diseases,Meckel syndrome type 1,1
Immune System Diseases,Recurrent disease,1
Immune System Diseases,Arthritis,1
Immune System Diseases,Prediabetes syndrome,1
Immune System Diseases,Autoimmune Diseases,1
Immune System Diseases,headache severe,1
Immune System Diseases,Erythema,1
Immune System Diseases,Multiple Sclerosis,1
Immune System Diseases,MUNGAN SYNDROME,1
Immune System Diseases,Sleep Apnea Syndromes,1
Immune System Diseases,Herpes zoster disease,1
Immune System Diseases,Symptom Flare Up,1
Immune System Diseases,Pneumocystis jiroveci pneumonia,1
Immune System Diseases,PHOTOPAROXYSMAL RESPONSE 1,1
Immune System Diseases,multiple pathologies,1
Immune System Diseases,Terminal illness,1
Immune System Diseases,Giant Cell Arteritis,1
Immune System Diseases,Severe chronic obstructive pulmonary disease,1
Immune System Diseases,Adenovirus Infections,1
Immune System Diseases,Shoulder Pain,1
Immune System Diseases,Excruciating pain,1
Immune System Diseases,Acute onset fever,1
"Pseudohypoparathyroidism, Type Ia",Phlebotomus Fever,1
"Pseudohypoparathyroidism, Type Ia",Wolf-Hirschhorn Syndrome,1
"Pseudohypoparathyroidism, Type Ia",Blue - symptom,1
"Pseudohypoparathyroidism, Type Ia",Sore Throat,1
"Pseudohypoparathyroidism, Type Ia",Headache,1
"Pseudohypoparathyroidism, Type Ia","Diabetes Mellitus, Non-Insulin-Dependent",1
Phlebotomus Fever,Wolf-Hirschhorn Syndrome,1
Phlebotomus Fever,Blue - symptom,1
Phlebotomus Fever,Sore Throat,1
Phlebotomus Fever,Headache,1
Wolf-Hirschhorn Syndrome,Blue - symptom,1
Wolf-Hirschhorn Syndrome,Sore Throat,4
Wolf-Hirschhorn Syndrome,Headache,3
Wolf-Hirschhorn Syndrome,Curb,1
Wolf-Hirschhorn Syndrome,Signs and Symptoms,4
Wolf-Hirschhorn Syndrome,BODY PAIN,1
Wolf-Hirschhorn Syndrome,Nausea,2
Wolf-Hirschhorn Syndrome,Myalgia,1
Wolf-Hirschhorn Syndrome,Subacute thyroiditis,1
Wolf-Hirschhorn Syndrome,Chronic articular rheumatism,1
Wolf-Hirschhorn Syndrome,Mass of body region,1
Wolf-Hirschhorn Syndrome,Catch - Finding of sensory dimension of pain,1
Wolf-Hirschhorn Syndrome,slight fever,2
Wolf-Hirschhorn Syndrome,"Liver Abscess, Amebic",1
Wolf-Hirschhorn Syndrome,Dysosteosclerosis,1
Wolf-Hirschhorn Syndrome,Clouded consciousness,8
Wolf-Hirschhorn Syndrome,Lightheadedness,1
Wolf-Hirschhorn Syndrome,Chills,3
Wolf-Hirschhorn Syndrome,Papillon-Lefevre Disease,1
Wolf-Hirschhorn Syndrome,Pneumonia,5
Wolf-Hirschhorn Syndrome,"Pneumonia, Bacterial",4
Wolf-Hirschhorn Syndrome,Asthma,3
Wolf-Hirschhorn Syndrome,Obesity,1
Wolf-Hirschhorn Syndrome,Nervousness,2
Wolf-Hirschhorn Syndrome,Vitamin D Deficiency,6
Wolf-Hirschhorn Syndrome,Flushing,2
Wolf-Hirschhorn Syndrome,Infantile Neuroaxonal Dystrophy,10
Wolf-Hirschhorn Syndrome,Dry cough,6
Wolf-Hirschhorn Syndrome,Lupus Erythematosus,1
Wolf-Hirschhorn Syndrome,Malaria,1
Wolf-Hirschhorn Syndrome,Flatulence,3
Wolf-Hirschhorn Syndrome,Feeling strange,1
Wolf-Hirschhorn Syndrome,Feeling Sick,2
Wolf-Hirschhorn Syndrome,Malaise,1
Wolf-Hirschhorn Syndrome,Abdominal bloating,1
Wolf-Hirschhorn Syndrome,Upset stomach,2
Wolf-Hirschhorn Syndrome,Exhaustion,2
Wolf-Hirschhorn Syndrome,HEART PROBLEM,1
Wolf-Hirschhorn Syndrome,Tired,7
Wolf-Hirschhorn Syndrome,Pulmonary congestion,1
Wolf-Hirschhorn Syndrome,Hepatic Encephalopathy,1
Wolf-Hirschhorn Syndrome,Toxic liver disease,1
Wolf-Hirschhorn Syndrome,Acute infectious disease,1
Wolf-Hirschhorn Syndrome,Retinal damage,1
Wolf-Hirschhorn Syndrome,Multiple Epiphyseal Dysplasia,5
Wolf-Hirschhorn Syndrome,Rosacea,1
Wolf-Hirschhorn Syndrome,Prieto X-linked mental retardation syndrome,1
Wolf-Hirschhorn Syndrome,Muscular stiffness,3
Wolf-Hirschhorn Syndrome,Sighing respiration,1
Wolf-Hirschhorn Syndrome,Gasping for breath,1
Wolf-Hirschhorn Syndrome,Algoneurodystrophy,1
Wolf-Hirschhorn Syndrome,Amelogenesis imperfecta nephrocalcinosis,1
Wolf-Hirschhorn Syndrome,WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME,3
Wolf-Hirschhorn Syndrome,Sinusitis,1
Wolf-Hirschhorn Syndrome,Pruritus,1
Wolf-Hirschhorn Syndrome,Ache,1
Wolf-Hirschhorn Syndrome,Malignant hyperpyrexia due to anesthesia,3
Wolf-Hirschhorn Syndrome,"Skin Diseases, Viral",1
Wolf-Hirschhorn Syndrome,Myocardial Ischemia,3
Wolf-Hirschhorn Syndrome,Pelvic Organ Prolapse,2
Wolf-Hirschhorn Syndrome,STUVE-WIEDEMANN SYNDROME,2
Wolf-Hirschhorn Syndrome,"Pain, Postoperative",2
Wolf-Hirschhorn Syndrome,shock symptoms,1
Wolf-Hirschhorn Syndrome,Heart Diseases,1
Wolf-Hirschhorn Syndrome,Triglyceride storage disease with ichthyosis,1
Wolf-Hirschhorn Syndrome,Van der Woude syndrome,2
Wolf-Hirschhorn Syndrome,Dizziness,2
Wolf-Hirschhorn Syndrome,Cerebrovascular accident,1
Wolf-Hirschhorn Syndrome,Infarction of spinal cord,1
Wolf-Hirschhorn Syndrome,Agenesis of corpus callosum,3
Wolf-Hirschhorn Syndrome,chest burning,1
Wolf-Hirschhorn Syndrome,Breathing abnormally deep,4
Wolf-Hirschhorn Syndrome,Bronchitis,4
Wolf-Hirschhorn Syndrome,Chest Pain,4
Wolf-Hirschhorn Syndrome,Goldberg-Shprintzen megacolon syndrome,1
Wolf-Hirschhorn Syndrome,Dehydration,1
