PostNumber,SymptomName,PostLink
128,"['Sepsis', 'Severe Acute Respiratory Syndrome', 'Lupus Erythematosus', 'Respiratory Distress Syndrome, Adult', 'Blood Coagulation Disorders', 'Coronavirus Infections', 'Bacterial Infections', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/How-Coronavirus-Kills-Acute-Respiratory-Distress-Syndrome-ARDS/show/3054104
129,"['Curb', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Sheltering-in-place--what-do-you-wish-you-had-more-of/show/3054099
130,"['BESTROPHINOPATHY, AUTOSOMAL RECESSIVE', 'Common Cold', 'Coughing', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Anyone-else-high-risk-What-are-you-doing-now/show/3054098
131,"['Coronavirus Infections', 'Coughing', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/This-thread-is-for-people-with-questions-and-info-about-how-you-get-infected-/show/3054069
132,"['Anorexia', 'Ataxia Telangiectasia', 'Hepatitis A', 'Hepatitis B, Chronic', 'Coronavirus Infections', 'Fever with chills', 'Diarrhea', 'Nasal congestion (finding)', 'Fatigue', 'Digestive symptom', 'Signs and Symptoms, Respiratory', 'Coughing']",https://www.medhelp.org/posts/Coronavirus/Digestive-issues-diarrhea-due-to-Coronavirus/show/3054127
133,"['Communicable Diseases', 'Heart Diseases', 'Goldberg-Shprintzen megacolon syndrome', 'Diabetes Mellitus', 'Lung diseases', 'Chronic disease', 'Septicemia', 'Coronavirus Infections', 'Exanthema', 'Catch - Finding of sensory dimension of pain', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Am-I-High-Risk-for-Covid19-I-am-a-diabetic-who-had-a-septic-blood-infection-5-years-ago/show/3053981
134,"['Coronavirus Infections', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Is-coronavirus-transmitted-through-blood-/show/3054400
135,"['flu symptoms', 'Influenza', 'Coronavirus Infections', 'Dyspnea', 'nan']",https://www.medhelp.org/posts/Coronavirus/corona/show/3054073
136,"['Communicable Diseases', 'Influenza', 'Chromosome 2q32-Q33 Deletion Syndrome', 'Coronavirus Infections', 'Signs and Symptoms', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Children-and-grandparents-/show/3054014
137,"['Breathing abnormally deep', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Question-about-Diethyl-ether/show/3054181
138,"['Allergic disposition', 'Pharyngitis', 'Common Cold', 'Influenza', 'Coronavirus Infections', 'Disease', 'Rhinorrhea', 'Nasal congestion (finding)', 'Ache', 'Diarrhea', 'Sore Throat', 'Dry cough', 'Headache', 'Coughing', 'Pain', 'Dyspnea']",https://www.medhelp.org/posts/Coronavirus/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995
