PostNumber,SymptomName,PostLink,Drugs,Treatment,BodyParts,Title,Author,Total_Replies,Total_Weight
89,"['Gonorrhea', 'Geroderma osteodysplastica', 'nan']",https://patient.info//forums/discuss/support-bubbl-752028,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, 'Upper body structure']",support bubbl,/forums/profiles/bridget69931-996008,2,100.56179775280899
90,"['Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', ""Little's Disease"", 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Lung Diseases, Obstructive', 'Anosmia', 'Dry cough', 'Chest pressure', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/chest-pressure-752388,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Venom immunotherapy', 'Rx therapy', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Nucleus Accumbens', 'Right breast']",chest pressure,/forums/profiles/timothyr71576-1348912,2,100.55555555555556
91,"['Hypertensive disease', 'Gonorrhea', 'Geroderma osteodysplastica', 'Diabetes Mellitus', 'Chronic Obstructive Airway Disease', 'Congestive heart failure', 'Disease', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/is-visiting-family-for-christmas-risky--751561,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Anterior decompression of shoulder joint', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'Isolation procedure', 'bleomycin/methotrexate/vincristine protocol', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Gut']",is visiting family for christmas risky?,/forums/profiles/jamesalantyler-1346912,4,200.54945054945054
92,"['slight fever', 'nan']",https://patient.info//forums/discuss/day-9-with-covid-and-i-can-not-stop-sweating--751791,"[nan, nan]","[nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan]",day 9 with covid and i can not stop sweating...,/forums/profiles/josh4444-1347514,2,100.54347826086956
93,"['Gonorrhea', 'Geroderma osteodysplastica', 'Common Cold', 'Reflex Sympathetic Dystrophy', 'Motion Sickness', 'Rhinorrhea', 'Throat symptom', 'Coughing', 'Nose symptoms', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/-could-these-symptoms-be-long-covid-752083,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Excision of axillary lymph nodes', 'bleomycin/methotrexate/vincristine protocol', nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire throat (surface region of neck)', 'Tongue', 'Nose']",? could these symptoms be long covid,/forums/profiles/mamabear-947844,2,100.53763440860214
94,"['Migraine Disorders', 'Gonorrhea', 'Geroderma osteodysplastica', 'Influenza', 'Coughing', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/recently-diagnosed--752061,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Meditation Therapy', 'cyclophosphamide/methotrexate/prednisone/vincristine protocol', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Respiratory Diaphragm']",recently diagnosed !,/forums/profiles/chris_47610-1201682,2,100.53191489361703
95,"['Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Pharyngitis', 'Influenza', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Coronavirus Infections', 'Disease', 'Ache', 'BODY PAIN', 'Fatigue', 'Sore Throat', 'Pain of lymph node', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/maybe-a-weird-question-but-can-covid-have-std-like-symptoms--752059,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Injection of therapeutic agent', nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Testis', 'Breast', 'Gland', 'Upper trunk structure', 'Entire neck']","maybe a weird question, but can covid have std like symptoms?",/forums/profiles/mark03045-1247850,2,100.52631578947368
96,"['Gonorrhea', 'Geroderma osteodysplastica', 'Pharyngitis', 'Nasal congestion (finding)', 'BODY PAIN', 'Signs and Symptoms', 'Fatigue', 'Pain in right hand', 'Sore Throat', 'Headache', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/mild-covid-19-symptoms-will-they-get-worse-i-m-on-day-5--751549,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Orthokeratology', 'Therapeutic procedure', nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire rib', 'Entire finger', 'Lung']",mild covid-19 symptoms - will they get worse? (i'm on day 5),/forums/profiles/elflem19-1346871,6,300.5208333333333
97,"[""Little's Disease"", 'Tonsillitis', 'Anosmia', 'Nasal congestion (finding)', 'Chest Pain', 'Upset stomach', 'Sore Throat', 'Dizziness', 'Headache', 'Chest pressure', 'Dyspnea', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-symptoms-dragging-on-752041,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire neck', 'Nose']",covid symptoms dragging on,/forums/profiles/serena94326-1347884,2,100.51546391752578
98,"['Gonorrhea', 'Geroderma osteodysplastica', 'sick to stomach', 'nan', 'nan']",https://patient.info//forums/discuss/carl-vernon-youtube-channel-751839,"[nan, nan, nan, nan, nan]","[nan, nan, nan, 'Division (surgical procedure)', nan]","[nan, nan, nan, nan, 'Entire face']",carl vernon youtube channel,/forums/profiles/nathanjd-1347606,0,0.5102040816326531
99,"['Gonorrhea', 'Geroderma osteodysplastica', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-vaccine-and-immunity-751715,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Booster', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'bleomycin/methotrexate/vincristine protocol', nan]","[nan, nan, nan, nan, nan, nan, nan, 'Spur (body structure)']",covid vaccine and immunity,/forums/profiles/mlkirchw-1347279,4,200.5050505050505
100,"['Eye Infections', 'Tired', 'Headache']",https://patient.info//forums/discuss/covid-19-symptoms-fever-751514,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",covid-19 symptoms fever,/forums/profiles/joy89271-1346768,2,100.5
101,"['Lung Diseases, Obstructive', 'Diarrhea', 'Myalgia']",https://patient.info//forums/discuss/digestion-symptoms-751493,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",digestion symptoms,/forums/profiles/raji121212-1346720,2,100.4950495049505
102,"['Gonorrhea', 'Geroderma osteodysplastica', 'Sinusitis', ""Little's Disease"", 'Reflex Sympathetic Dystrophy', 'Headache', 'Coughing', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19-prolonged-fever-735964,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Percutaneous Coronary Intervention', 'Meditation Therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Excision of axillary lymph nodes', 'Trans-hiatal esophagectomy', nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Respiratory Diaphragm', 'Inferior esophageal sphincter structure', 'Eye', 'Blood Vessel', 'Entire nasal passage', 'Entire ear']",covid 19- prolonged fever,/forums/profiles/sfj-1311478,10,500.4901960784314
103,"['Gonorrhea', 'Geroderma osteodysplastica', 'Occipital Lobe Epilepsy', 'Sexually Transmitted Diseases', 'Pelvic Organ Prolapse', 'Chronic Obstructive Airway Disease', 'Reflex Sympathetic Dystrophy', 'Myasthenia Gravis, Ocular', 'Nasal congestion (finding)', 'BODY PAIN', 'Pain, Postoperative', 'Fatigue', 'Burning sensation', 'Headache', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/still-got-a-fever-i-do--740453,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Single Embryo Transfer', 'Anterior decompression of shoulder joint', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Excision of axillary lymph nodes', nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire putamen', 'Eye', 'Downy hair', 'Entire face', 'Nose']",still got a fever? i do!,/forums/profiles/robyn63904-1319296,4,200.48543689320388
104,"['Alcoholic ketoacidosis', 'Sinusitis', 'Gonorrhea', 'Geroderma osteodysplastica', 'Multi-infarct dementia', ""Little's Disease"", 'Hypercholesterolemia', 'Dental caries', 'Temporal headache', 'Coughing', 'Asthenia', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/fever-in-mild-cases-of-covid-19-741805,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Amputation above-knee (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'Entire putamen', 'Eye', 'Entire face', 'Nose']",fever in mild cases of covid-19,/forums/profiles/jx41870-1081548,4,200.48076923076923
105,"['Gonorrhea', 'Geroderma osteodysplastica', 'Sinusitis', 'Coffin-Siris syndrome', 'Reflex Sympathetic Dystrophy', 'Temporal headache', 'Burning sensation', 'Headache', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-and-relentless-low-grade-fever-anyone--751466,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Excision of axillary lymph nodes', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'Eye', 'Blood Vessel', 'Downy hair']",covid and relentless low grade fever! anyone?,/forums/profiles/leisa56147-1213706,0,0.47619047619047616
106,"['Gonorrhea', 'Geroderma osteodysplastica', 'Idiopathic Multicentric Osteolyses', 'Pharyngitis', 'Common Cold', 'Reflex Sympathetic Dystrophy', 'Lung diseases', 'Seizures', 'Diarrhea', 'Ache', 'BODY PAIN', 'Headache Severe', 'Abdominal Pain', 'Severe diarrhea', 'Upset stomach', 'Fatigue', 'Headache', 'Muscle Cramp', 'Pain', 'Stomach ache', 'gastrointestinal gas', 'Diarrhea, watery', 'Nausea', 'Hunger', 'Abdominal bloating', 'Sore Throat', 'Dizziness', 'Digestive symptom', 'Coughing', 'Chills', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/gastric-symptoms-covid-19-741189,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Treated with', 'Immobilization', 'Induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Excision of axillary lymph nodes', 'bleomycin/methotrexate/vincristine protocol', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Nasopharynx', 'Stomach', 'Blood Vessel', 'Downy hair']",gastric symptoms covid 19,/forums/profiles/debbie31838-1198466,16,800.4716981132076
107,"['Lung Diseases, Obstructive', 'Acute gastroenteritis', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/work-travel-question-can-you-have-the-pfizer-moderna-vaccine-if-you-ve-had-the-astrazeneca-before--751342,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, 'Modest-Temperature Hyperthermia', 'Childhood Immunization', 'Injection of therapeutic agent', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'bleomycin/methotrexate/vincristine protocol', nan]","[nan, nan, nan, nan, nan, nan, nan, 'Quarter of the Udder']",work/travel question: can you have the pfizer/moderna vaccine if you've had the astrazeneca before?,/forums/profiles/meunier58121-229782,0,0.4672897196261682
108,"['nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-app-alert-751311,"[nan, nan, nan]","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Isolation procedure', nan]","[nan, nan, 'Entire appendix']",covid app alert,/forums/profiles/ross39922-1346256,0,0.46296296296296297
109,"['Lung Diseases, Obstructive', 'Actual Inability To Taste', 'Chest Pain', 'Chest tightness', 'Myalgia', 'Headache', 'Coughing', 'Back Pain', 'Exhaustion', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/wk-3-racing-heart-and-pins-and-needles--750502,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Bone structure of rib', 'Heart', 'Pupil', 'Entire left hand', 'Posterior interosseous nerve structure', 'Foot', 'Entire upper limb']",wk 3. racing heart and pins and needles.,/forums/profiles/philippa15351-1344314,2,100.45871559633028
110,"['Gonorrhea', 'Geroderma osteodysplastica', 'Infectious disease of lung', ""Little's Disease"", 'Fish-Eye Disease', 'Common Cold', 'Testicular regression syndrome', 'Chest Pain', 'Ache', 'Tired', 'Spasm', 'Fatigue', 'Left sided chest pain', 'Headache', 'Back Pain', 'Pain', 'Rhinorrhea', 'Actual Inability To Taste', 'Neck Pain', 'Dry cough', 'Coughing', 'Asthenia', 'Arm Pain', 'Sore to touch', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/positive-covid-test-scared-749831,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Soaking Procedure', 'Bathing', 'Therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Osteogenesis, Distraction', nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'Bone structure of cranium', 'Hand', 'Eye', 'Lung', 'Nose', 'Entire neck', 'Entire breast']",positive covid test scared,/forums/profiles/linda852020-1342570,8,400.45454545454544
111,"['Gonorrhea', 'Geroderma osteodysplastica', 'Allergic disposition', 'WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME', 'Subacute thyroiditis', ""Little's Disease"", 'Van der Woude syndrome', 'Asthma', 'Coronavirus Infections', 'Seizures', 'Abnormal heart beat', 'Chest Pain', 'Ache', 'Tired', 'Muscular stiffness', 'Weight symptom (finding)', 'Fatigue', 'Headache', 'Syncope', 'Pain', 'Mastodynia', 'Breathing abnormally deep', 'Other symptoms', 'Constipation', 'Chest tightness', 'Coughing', 'Asthenia', 'Arm Pain', 'Dyspnea', 'Sore to touch', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/coronavirus-week-9-are-there-people-like-me--750249,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Application of ice packs', 'Induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Trans-hiatal esophagectomy', 'Calming', 'Osteogenesis, Distraction', 'Orthokeratology', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'medial amygdalar nucleus', 'Heart', 'Breast', 'Entire throat (surface region of neck)', 'Set of hands', 'Liver', 'Stomach', 'Blood Vessel', 'Lung', 'Entire neck']",coronavirus - week 9 - are there people like me?,/forums/profiles/kedders274-1343625,4,200.45045045045046
112,"['Papillon-Lefevre Disease', 'Coughing', 'Dyspnea', 'nan']",https://patient.info//forums/discuss/will-donating-plasma-put-me-at-risk-of-getting-covid-19-again--750761,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, 'Structure of putamen']",will donating plasma put me at risk of getting covid-19 again?,/forums/profiles/narayan821-1344966,0,0.44642857142857145
113,"['Hypertensive disease', 'Gonorrhea', 'Geroderma osteodysplastica', 'Diabetes Mellitus', 'Lung Diseases, Obstructive', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/my-mom-and-coronavirus-750634,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'Hand', 'Structure of supraoptic nucleus']",my mom and coronavirus,/forums/profiles/ccsoccer03-1344622,0,0.4424778761061947
114,"['Nausea', 'Myalgia', 'Back Pain', 'nan']",https://patient.info//forums/discuss/covid-after-symptoms-750554,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, 'Bone structure of scapula']",covid after symptoms,/forums/profiles/maggie89265-1342958,0,0.43859649122807015
115,"['Alpha trait thalassemia', 'Lung Diseases, Obstructive']",https://patient.info//forums/discuss/how-can-i-get-in-line-with-those-who-will-get-the-covid-vaccine-first--750547,"[nan, nan]","[nan, nan]","[nan, nan]",how can i get in line with those who will get the covid vaccine first?,/forums/profiles/rosemaryxanders-1344393,2,100.43478260869566
116,"['Gonorrhea', 'Geroderma osteodysplastica', 'Acute gastroenteritis', 'Disease', 'Gray Platelet Syndrome', 'nan']",https://patient.info//forums/discuss/covid-3rd-day-750271,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan, nan, nan, nan, nan]",covid 3rd day,/forums/profiles/jenna_03044-1185638,2,100.43103448275862
117,"['Gonorrhea', 'Geroderma osteodysplastica', 'flu symptoms', 'Common Cold', 'Reflex Sympathetic Dystrophy', 'Actual Inability To Taste', 'Anosmia', 'Ache', 'Nasal congestion (finding)', 'Loose stool', 'Headache', 'Coughing', 'Pain', 'Asthenia', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19-day-9-747856,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'cough syrup', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'doxorubicin/semustine/streptozocin protocol', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Excision of axillary lymph nodes', nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'Lung', 'Entire breast', 'Entire upper limb']",covid 19 day 9,/forums/profiles/nicola25376-186496,10,500.4273504273504
118,"['Pneumonia', 'nan']",https://patient.info//forums/discuss/how-long-oxygen-at-home-after-hospitalization-what-is-pulse-ox--750400,"[nan, 'Oxygen 2 %']","[nan, nan]","[nan, nan]",how long oxygen at home after hospitalization.. what is pulse ox?,/forums/profiles/elaine54474-1343392,0,0.423728813559322
119,"['Neonatal hemochromatosis', 'cold symptoms', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'Coughing', 'nan']",https://patient.info//forums/discuss/day-9-so-far-so-good-750296,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Structure of olfactory gland']",day 9: so far so good,/forums/profiles/onebadladd-1343777,4,200.42016806722688
120,"['Gonorrhea', 'Geroderma osteodysplastica', 'Pharyngitis', ""Little's Disease"", 'Sore Throat', 'Asthenia', 'Chest discomfort', 'Dyspnea', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/discomfort-in-chest-after-using-pillow-or-elevated-support-around-the-neck-1-month-since-symptoms--750308,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, '5 minutes Office visit', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Heart', 'Blood Vessel']",discomfort in chest after using pillow or elevated support around the neck (1 month since symptoms),/forums/profiles/comphunk-1343830,0,0.4166666666666667
121,"['Reflex Sympathetic Dystrophy', 'SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME', 'Chest Pain', 'Nausea', 'Fatigue', 'Has tingling sensation', 'Dry cough', 'Headache', 'Night sweats', 'Clouded consciousness', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/strange-covid-insomnia-749816,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, '5 minutes Office visit', 'Induced abortion (procedure)', 'Meditation Therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Breathing Exercises', 'Excision of axillary lymph nodes', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Heart', 'Structure of putamen', 'Entire upper limb', 'Foot']",strange covid insomnia,/forums/profiles/dobmaister-1342535,6,300.41322314049586
122,"['Confluent and Reticulate Papillomatosis', 'Wolf-Hirschhorn Syndrome', 'Fibrillary glomerulonephritis', 'Headache', 'Coughing', 'Asthenia', 'nan', 'nan']",https://patient.info//forums/discuss/wildly-different-recommendations-for-covid-750193,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, 'Breast', 'Bronchi']",wildly different recommendations for covid,/forums/profiles/albert86387-1343476,0,0.4098360655737705
123,"['nan', 'nan', 'nan']",https://patient.info//forums/discuss/recent-covid-and-need-to-travel-in-a-few-weeks-750151,"[nan, nan, nan]","['Modest-Temperature Hyperthermia', 'Percutaneous Coronary Intervention', 'Isolation procedure']","[nan, nan, nan]",recent covid and need to travel in a few weeks,/forums/profiles/zorky21-1343395,0,0.4065040650406504
124,"['Tired', 'nan']",https://patient.info//forums/discuss/covid-negative-and-i-m-back-at-the-gym-but-i-went-too-hard-anyone-else-did-the-same--750126,"[nan, nan]","[nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan]",covid negative and im back at the gym but i went too hard. anyone else did the same?,/forums/profiles/tony67200-1343329,0,0.4032258064516129
125,"['heart inflammation', 'Chills', 'nan', 'nan']",https://patient.info//forums/discuss/positive-covid-and-worried-about-heart-damage-750106,"[nan, nan, nan, nan]","[nan, nan, 'Exercise Pain Management', nan]","[nan, nan, nan, 'Heart']",positive covid and worried about heart damage,/forums/profiles/catherineh75-1343271,0,0.4
126,"['Gonorrhea', 'Geroderma osteodysplastica', 'Gasping for breath', 'Nausea', 'Dyspnea', 'nan', 'nan']",https://patient.info//forums/discuss/sleep-issues-with-covid-19-749676,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, '5 minutes Office visit', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan, nan, nan, nan, nan, nan]",sleep issues with covid 19,/forums/profiles/zachrich-1342220,2,100.39682539682539
127,"['Pharyngitis', 'Catch - Finding of sensory dimension of pain', 'Sore Throat', 'Burning sensation', 'feeling dizzy', 'nan', 'nan']",https://patient.info//forums/discuss/coronervirus-749970,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Eye', 'Entire neck']",coronervirus,/forums/profiles/michelle12812-1084719,0,0.3937007874015748
