PostNumber,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName,PostLink
328,C0037199,Sinusitis,,,,,,,https://patient.info//forums/discuss/in-a-conundrum--743923
328,C0031350,Pharyngitis,,,,,,,https://patient.info//forums/discuss/in-a-conundrum--743923
328,C0004096,Asthma,,,,,,,https://patient.info//forums/discuss/in-a-conundrum--743923
328,C0003126,Anosmia,,,,,,,https://patient.info//forums/discuss/in-a-conundrum--743923
328,C0027424,Nasal congestion (finding),,,,,,,https://patient.info//forums/discuss/in-a-conundrum--743923
328,C0522251,Sinus pain,,,,,,,https://patient.info//forums/discuss/in-a-conundrum--743923
328,C0242429,Sore Throat,,,,,,,https://patient.info//forums/discuss/in-a-conundrum--743923
328,,,C0152277,Incision and drainage,,,,,https://patient.info//forums/discuss/in-a-conundrum--743923
329,C0796092,Oculocerebrocutaneous syndrome,,,,,,,https://patient.info//forums/discuss/questions-for-those-diagnosed-with-covid19-covid-world-is-a-lonely-world-let-s-talk-about-it--742193
329,C0267446,Acute gastroenteritis,,,,,,,https://patient.info//forums/discuss/questions-for-those-diagnosed-with-covid19-covid-world-is-a-lonely-world-let-s-talk-about-it--742193
329,C0003126,Anosmia,,,,,,,https://patient.info//forums/discuss/questions-for-those-diagnosed-with-covid19-covid-world-is-a-lonely-world-let-s-talk-about-it--742193
329,C2364111,Actual Inability To Taste,,,,,,,https://patient.info//forums/discuss/questions-for-those-diagnosed-with-covid19-covid-world-is-a-lonely-world-let-s-talk-about-it--742193
329,C0027424,Nasal congestion (finding),,,,,,,https://patient.info//forums/discuss/questions-for-those-diagnosed-with-covid19-covid-world-is-a-lonely-world-let-s-talk-about-it--742193
329,C0008031,Chest Pain,,,,,,,https://patient.info//forums/discuss/questions-for-those-diagnosed-with-covid19-covid-world-is-a-lonely-world-let-s-talk-about-it--742193
329,C0423665,Hand joint pain,,,,,,,https://patient.info//forums/discuss/questions-for-those-diagnosed-with-covid19-covid-world-is-a-lonely-world-let-s-talk-about-it--742193
329,C2129214,Loose stool,,,,,,,https://patient.info//forums/discuss/questions-for-those-diagnosed-with-covid19-covid-world-is-a-lonely-world-let-s-talk-about-it--742193
329,C0015672,Fatigue,,,,,,,https://patient.info//forums/discuss/questions-for-those-diagnosed-with-covid19-covid-world-is-a-lonely-world-let-s-talk-about-it--742193
329,C0741426,Back symptoms/complaints,,,,,,,https://patient.info//forums/discuss/questions-for-those-diagnosed-with-covid19-covid-world-is-a-lonely-world-let-s-talk-about-it--742193
329,C0010200,Coughing,,,,,,,https://patient.info//forums/discuss/questions-for-those-diagnosed-with-covid19-covid-world-is-a-lonely-world-let-s-talk-about-it--742193
329,C0013404,Dyspnea,,,,,,,https://patient.info//forums/discuss/questions-for-those-diagnosed-with-covid19-covid-world-is-a-lonely-world-let-s-talk-about-it--742193
329,,,C0279848,cisplatin/etoposide/mitoxantrone/tamoxifen protocol,,,,,https://patient.info//forums/discuss/questions-for-those-diagnosed-with-covid19-covid-world-is-a-lonely-world-let-s-talk-about-it--742193
329,,,C1522704,Exercise Pain Management,,,,,https://patient.info//forums/discuss/questions-for-those-diagnosed-with-covid19-covid-world-is-a-lonely-world-let-s-talk-about-it--742193
329,,,,,,,C0005847,Blood Vessel,https://patient.info//forums/discuss/questions-for-those-diagnosed-with-covid19-covid-world-is-a-lonely-world-let-s-talk-about-it--742193
330,C0018081,Gonorrhea,,,,,,,https://patient.info//forums/discuss/in-aberdeen-on-saturday-scared-i-have-covid-19-743796
330,C0432255,Geroderma osteodysplastica,,,,,,,https://patient.info//forums/discuss/in-aberdeen-on-saturday-scared-i-have-covid-19-743796
330,C0040149,Subacute thyroiditis,,,,,,,https://patient.info//forums/discuss/in-aberdeen-on-saturday-scared-i-have-covid-19-743796
330,C0010200,Coughing,,,,,,,https://patient.info//forums/discuss/in-aberdeen-on-saturday-scared-i-have-covid-19-743796
330,,,C0056159,cyclophosphamide/fluorouracil/methotrexate/vincristine protocol,,,,,https://patient.info//forums/discuss/in-aberdeen-on-saturday-scared-i-have-covid-19-743796
330,,,,,,,C1281590,Entire head,https://patient.info//forums/discuss/in-aberdeen-on-saturday-scared-i-have-covid-19-743796
330,,,,,,,C0034169,Structure of putamen,https://patient.info//forums/discuss/in-aberdeen-on-saturday-scared-i-have-covid-19-743796
331,C0018081,Gonorrhea,,,,,,,https://patient.info//forums/discuss/new-here-hello--740887
331,C0432255,Geroderma osteodysplastica,,,,,,,https://patient.info//forums/discuss/new-here-hello--740887
331,,,C1513378,Modest-Temperature Hyperthermia,,,,,https://patient.info//forums/discuss/new-here-hello--740887
331,,,C0034386,Quarantine,,,,,https://patient.info//forums/discuss/new-here-hello--740887
331,,,C0152277,Incision and drainage,,,,,https://patient.info//forums/discuss/new-here-hello--740887
331,,,C0279848,cisplatin/etoposide/mitoxantrone/tamoxifen protocol,,,,,https://patient.info//forums/discuss/new-here-hello--740887
331,,,C1963578,Release (procedure),,,,,https://patient.info//forums/discuss/new-here-hello--740887
332,C0018081,Gonorrhea,,,,,,,https://patient.info//forums/discuss/does-corona-give-u-you-health-problems-you-never-had-or-health-probe-that-was-jus-layn-in-your-body--743633
332,C0432255,Geroderma osteodysplastica,,,,,,,https://patient.info//forums/discuss/does-corona-give-u-you-health-problems-you-never-had-or-health-probe-that-was-jus-layn-in-your-body--743633
332,C0038013,Ankylosing spondylitis,,,,,,,https://patient.info//forums/discuss/does-corona-give-u-you-health-problems-you-never-had-or-health-probe-that-was-jus-layn-in-your-body--743633
332,C0004153,Atherosclerosis,,,,,,,https://patient.info//forums/discuss/does-corona-give-u-you-health-problems-you-never-had-or-health-probe-that-was-jus-layn-in-your-body--743633
332,C3542024,AORTIC VALVE DISEASE 2,,,,,,,https://patient.info//forums/discuss/does-corona-give-u-you-health-problems-you-never-had-or-health-probe-that-was-jus-layn-in-your-body--743633
332,C0000737,Abdominal Pain,,,,,,,https://patient.info//forums/discuss/does-corona-give-u-you-health-problems-you-never-had-or-health-probe-that-was-jus-layn-in-your-body--743633
332,C0018681,Headache,,,,,,,https://patient.info//forums/discuss/does-corona-give-u-you-health-problems-you-never-had-or-health-probe-that-was-jus-layn-in-your-body--743633
332,,,C1513378,Modest-Temperature Hyperthermia,,,,,https://patient.info//forums/discuss/does-corona-give-u-you-health-problems-you-never-had-or-health-probe-that-was-jus-layn-in-your-body--743633
332,,,,,,,C1269537,Entire brain,https://patient.info//forums/discuss/does-corona-give-u-you-health-problems-you-never-had-or-health-probe-that-was-jus-layn-in-your-body--743633
332,,,,,,,C1280541,Entire nerve,https://patient.info//forums/discuss/does-corona-give-u-you-health-problems-you-never-had-or-health-probe-that-was-jus-layn-in-your-body--743633
332,,,,,,,C0038351,Stomach,https://patient.info//forums/discuss/does-corona-give-u-you-health-problems-you-never-had-or-health-probe-that-was-jus-layn-in-your-body--743633
333,,,C1513378,Modest-Temperature Hyperthermia,,,,,https://patient.info//forums/discuss/is-it-really-possible-to-test-positive-twice--743378
333,,,C1963578,Release (procedure),,,,,https://patient.info//forums/discuss/is-it-really-possible-to-test-positive-twice--743378
335,C0013261,Duane Retraction Syndrome,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0032285,Pneumonia,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0021400,Influenza,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0024117,Chronic Obstructive Airway Disease,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0018081,Gonorrhea,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0432255,Geroderma osteodysplastica,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0003123,Anorexia,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0023882,Little's Disease,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0740941,Lung Problem,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0032310,"Pneumonia, Viral",,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0004096,Asthma,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0010674,Cystic Fibrosis,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0011884,Diabetic Retinopathy,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0012634,Disease,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0149725,Lower respiratory tract infection,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0003126,Anosmia,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0857172,persistent dry cough,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0232292,Chest tightness,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0018681,Headache,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0010200,Coughing,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0004093,Asthenia,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0028081,Night sweats,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,C0013404,Dyspnea,,,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,,,C2717901,Single Embryo Transfer,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,,,C0374711,Surgical repair,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,,,C0279848,cisplatin/etoposide/mitoxantrone/tamoxifen protocol,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,,,C1522704,Exercise Pain Management,,,,,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,,,,,,,C0018787,Heart,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,,,,,,,C1995013,Set of muscles,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,,,,,,,C0024109,Lung,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,,,,,,,C0423866,Downy hair,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
335,,,,,,,C1268990,Entire breast,https://patient.info//forums/discuss/9-weeks-after-hospital-discharge-still-coughing-737883
336,C0009450,Communicable Diseases,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0013261,Duane Retraction Syndrome,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0031350,Pharyngitis,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0021400,Influenza,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0278193,"Reflex Epilepsy, Reading",,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0242073,Pulmonary congestion,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C1861455,STOMATOCYTOSIS I,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0018081,Gonorrhea,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0432255,Geroderma osteodysplastica,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0948873,flu symptoms,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0238990,Acute lower respiratory tract infection,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0023882,Little's Disease,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0011884,Diabetic Retinopathy,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0557875,Tired,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0000737,Abdominal Pain,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0027497,Nausea,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0015672,Fatigue,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0012833,Dizziness,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0242429,Sore Throat,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0018681,Headache,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0010200,Coughing,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C1321587,Breathing abnormally deep,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,C0013404,Dyspnea,,,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,C0332293,Treated with,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,C0339897,Transjugular intrahepatic portosystemic shunt procedure,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,C0015252,removal technique,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,C0078140,bleomycin/methotrexate/vincristine protocol,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,C0338297,Etoposide/Ifosfamide/Mesna/Mitoxantrone,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,C0557061,Discussion (procedure),,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,C1513378,Modest-Temperature Hyperthermia,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,C0184661,Interventional procedure,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,C2986598,Total Androgen Blockade,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,C0152054,Therapeutic tactile stimulation,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,C0279848,cisplatin/etoposide/mitoxantrone/tamoxifen protocol,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,C1704536,Direct Method,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,C0087111,Therapeutic procedure,,,,,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,,,,,C0011980,Respiratory Diaphragm,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,,,,,C0018494,Hair,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,,,,,C0024109,Lung,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,,,,,C1281591,Entire face,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,,,,,C1268990,Entire breast,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,,,,,C0028429,Nose,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
336,,,,,,,C1281592,Entire neck,https://patient.info//forums/discuss/now-in-my-8th-week-and-still-short-of-breath-please-help--738232
337,C0206750,Coronavirus Infections,,,,,,,https://patient.info//forums/discuss/4-week-recovered-from-coronavirus-but-symptoms-flare-up-when-i-exercise-is-this-normal--742982
337,C0232292,Chest tightness,,,,,,,https://patient.info//forums/discuss/4-week-recovered-from-coronavirus-but-symptoms-flare-up-when-i-exercise-is-this-normal--742982
337,C1517205,Flare,,,,,,,https://patient.info//forums/discuss/4-week-recovered-from-coronavirus-but-symptoms-flare-up-when-i-exercise-is-this-normal--742982
337,C0010200,Coughing,,,,,,,https://patient.info//forums/discuss/4-week-recovered-from-coronavirus-but-symptoms-flare-up-when-i-exercise-is-this-normal--742982
337,,,C1522704,Exercise Pain Management,,,,,https://patient.info//forums/discuss/4-week-recovered-from-coronavirus-but-symptoms-flare-up-when-i-exercise-is-this-normal--742982
337,,,,,,,C1268990,Entire breast,https://patient.info//forums/discuss/4-week-recovered-from-coronavirus-but-symptoms-flare-up-when-i-exercise-is-this-normal--742982
338,C0018081,Gonorrhea,,,,,,,https://patient.info//forums/discuss/why-is-the-f-g-coronavirus-f-g-die--742863
338,C0432255,Geroderma osteodysplastica,,,,,,,https://patient.info//forums/discuss/why-is-the-f-g-coronavirus-f-g-die--742863
338,C0600260,"Lung Diseases, Obstructive",,,,,,,https://patient.info//forums/discuss/why-is-the-f-g-coronavirus-f-g-die--742863
338,C0206750,Coronavirus Infections,,,,,,,https://patient.info//forums/discuss/why-is-the-f-g-coronavirus-f-g-die--742863
338,C0267446,Acute gastroenteritis,,,,,,,https://patient.info//forums/discuss/why-is-the-f-g-coronavirus-f-g-die--742863
339,C0009450,Communicable Diseases,,,,,,,https://patient.info//forums/discuss/macrodantin-742856
340,C0023882,Little's Disease,,,,,,,https://patient.info//forums/discuss/difficulty-breathing-after-recent-physician-visit-741922
340,C1864389,PREMATURE CHROMATID SEPARATION TRAIT,,,,,,,https://patient.info//forums/discuss/difficulty-breathing-after-recent-physician-visit-741922
340,C1517205,Flare,,,,,,,https://patient.info//forums/discuss/difficulty-breathing-after-recent-physician-visit-741922
340,C0026821,Muscle Cramp,,,,,,,https://patient.info//forums/discuss/difficulty-breathing-after-recent-physician-visit-741922
340,C0030193,Pain,,,,,,,https://patient.info//forums/discuss/difficulty-breathing-after-recent-physician-visit-741922
340,C0013404,Dyspnea,,,,,,,https://patient.info//forums/discuss/difficulty-breathing-after-recent-physician-visit-741922
340,,,,,,,C0035561,Bone structure of rib,https://patient.info//forums/discuss/difficulty-breathing-after-recent-physician-visit-741922
340,,,,,,,C1278896,Entire nose,https://patient.info//forums/discuss/difficulty-breathing-after-recent-physician-visit-741922
340,,,,,,,C1280698,Entire throat (surface region of neck),https://patient.info//forums/discuss/difficulty-breathing-after-recent-physician-visit-741922
340,,,,,,,C0028429,Nose,https://patient.info//forums/discuss/difficulty-breathing-after-recent-physician-visit-741922
340,,,,,,,C1268990,Entire breast,https://patient.info//forums/discuss/difficulty-breathing-after-recent-physician-visit-741922
341,C0031350,Pharyngitis,,,,,,,https://patient.info//forums/discuss/pain-in-lymph-nodes-after-initial-symptoms-improve--742674
341,C0277556,Recurrent disease,,,,,,,https://patient.info//forums/discuss/pain-in-lymph-nodes-after-initial-symptoms-improve--742674
341,C0206750,Coronavirus Infections,,,,,,,https://patient.info//forums/discuss/pain-in-lymph-nodes-after-initial-symptoms-improve--742674
341,C0549343,neck tightness,,,,,,,https://patient.info//forums/discuss/pain-in-lymph-nodes-after-initial-symptoms-improve--742674
341,C0242429,Sore Throat,,,,,,,https://patient.info//forums/discuss/pain-in-lymph-nodes-after-initial-symptoms-improve--742674
341,C0018681,Headache,,,,,,,https://patient.info//forums/discuss/pain-in-lymph-nodes-after-initial-symptoms-improve--742674
341,C0085593,Chills,,,,,,,https://patient.info//forums/discuss/pain-in-lymph-nodes-after-initial-symptoms-improve--742674
341,,,C1513378,Modest-Temperature Hyperthermia,,,,,https://patient.info//forums/discuss/pain-in-lymph-nodes-after-initial-symptoms-improve--742674
341,,,,,,,C0024204,lymph nodes,https://patient.info//forums/discuss/pain-in-lymph-nodes-after-initial-symptoms-improve--742674
342,C0036916,Sexually Transmitted Diseases,,,,,,,https://patient.info//forums/discuss/post-covid-symptom-742564
342,C0042870,Vitamin D Deficiency,,,,,,,https://patient.info//forums/discuss/post-covid-symptom-742564
342,C0004093,Asthenia,,,,,,,https://patient.info//forums/discuss/post-covid-symptom-742564
342,,,,,,,C0027342,Nail plate,https://patient.info//forums/discuss/post-covid-symptom-742564
342,,,,,,,C0005847,Blood Vessel,https://patient.info//forums/discuss/post-covid-symptom-742564
342,,,,,,,C0444095,Hair Specimen,https://patient.info//forums/discuss/post-covid-symptom-742564
343,C0018621,Hay fever,,,,,,,https://patient.info//forums/discuss/long-haul-coronvirus-healing-stories-742601
343,C0272302,Gray Platelet Syndrome,,,,,,,https://patient.info//forums/discuss/long-haul-coronvirus-healing-stories-742601
343,C0027424,Nasal congestion (finding),,,,,,,https://patient.info//forums/discuss/long-haul-coronvirus-healing-stories-742601
343,C0242429,Sore Throat,,,,,,,https://patient.info//forums/discuss/long-haul-coronvirus-healing-stories-742601
343,,,,,,,C1281584,Entire finger,https://patient.info//forums/discuss/long-haul-coronvirus-healing-stories-742601
344,C0017152,Gastritis,,,,,,,https://patient.info//forums/discuss/corona-symtom--741424
344,C0206750,Coronavirus Infections,,,,,,,https://patient.info//forums/discuss/corona-symtom--741424
344,C0221512,Stomach ache,,,,,,,https://patient.info//forums/discuss/corona-symtom--741424
344,C0042963,Vomiting,,,,,,,https://patient.info//forums/discuss/corona-symtom--741424
344,C0013395,Dyspepsia,,,,,,,https://patient.info//forums/discuss/corona-symtom--741424
344,C0231218,Malaise,,,,,,,https://patient.info//forums/discuss/corona-symtom--741424
344,,,C0332293,Treated with,,,,,https://patient.info//forums/discuss/corona-symtom--741424
344,,,,,,,C0041638,Umbilicus (Anatomy),https://patient.info//forums/discuss/corona-symtom--741424
344,,,,,,,C0021853,Intestines,https://patient.info//forums/discuss/corona-symtom--741424
345,C0018081,Gonorrhea,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0432255,Geroderma osteodysplastica,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0031350,Pharyngitis,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0032285,Pneumonia,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0035222,"Respiratory Distress Syndrome, Adult",,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0034931,Reflex Sympathetic Dystrophy,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0275813,Strangles,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0270860,Basilar-Type Migraine,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0206750,Coronavirus Infections,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0149725,Lower respiratory tract infection,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0423621,Temporal headache,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0741585,BODY PAIN,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C2957106,Headache Severe,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0015672,Fatigue,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0578050,Pain of lymph node,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0018681,Headache,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0030193,Pain,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0302539,spells (neurological symptom),,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0232292,Chest tightness,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0242429,Sore Throat,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0742339,chest heaviness,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0010200,Coughing,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,C0013404,Dyspnea,,,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,,,C1513378,Modest-Temperature Hyperthermia,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,,,C0451615,Pain relief,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,,,C0013103,Drainage procedure,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,,,C1562368,Ligamentous articular strain technique,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,,,C0279848,cisplatin/etoposide/mitoxantrone/tamoxifen protocol,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,,,C0193867,Excision of axillary lymph nodes,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,,,C1293134,Enlargement procedure,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,,,C3272275,Urgent Procedure,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,,,C3275067,Cardiac Lead Procedure,,,,,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,,,,,,,C1281590,Entire head,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,,,,,,,C0033572,Prostate,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
345,,,,,,,C0017562,Gingiva,https://patient.info//forums/discuss/anyone-else-13-weeks-still-with-symptoms-or-symptoms-getting-better-741198
